variant,quarter,snapshot_date,miss_rank,ticker,why_missed,entry_score_0_100,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,return_20d_pct,return_60d_pct,winner_90d_30pct,loser_90d_minus30pct,return_10d_pct,return_30d_pct,return_90d_pct
entry_score_top10,2024Q4,2024-11-08,14,BNED,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,4.1905,-2.5714,False,False,-5.2381,9.6190,5.7143
entry_score_top10,2024Q4,2024-11-01,15,CNK,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,8.1489,3.89,False,False,8.5848,20.7914,-3.2528
entry_score_top10,2024Q4,2024-10-31,16,TRUP,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-1.0313,-6.6272,False,False,0.0955,2.4637,-8.919
entry_score_top10,2024Q4,2024-10-24,17,LC,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,5.6386,10.8696,False,False,-7.4728,12.6359,16.1005
entry_score_top10,2024Q4,2024-11-08,18,CTLP,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-1.4115,-3.2573,False,False,-5.9718,0.2171,-5.8632
entry_score_top10,2024Q4,2024-10-25,19,HLX,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,9.2161,-1.9068,False,False,-2.3305,15.8898,-7.5212
entry_score_top10,2024Q4,2024-11-13,20,NTRA,NOT_IN_TOP10,76,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,8.749,8.8326,False,False,5.6763,7.0648,9.0962
entry_score_top10,2025Q1,2025-02-28,1,STGW,NOT_IN_TOP10,82,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-5.4264,-12.2481,False,False,-5.2713,-6.2015,-24.9612
entry_score_top10,2025Q1,2025-02-28,2,ARLO,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,-14.6049,-20.7502,False,False,-12.4501,-21.2290,9.7366
entry_score_top10,2025Q1,2025-03-07,3,KRO,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,0.7762,-3.6223,False,False,0.9056,-15.1358,-16.3001
entry_score_top10,2025Q1,2025-02-25,4,MAX,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-1.1294,-13.0390,False,False,-10.1643,4.3121,7.0842
entry_score_top10,2025Q1,2025-02-27,5,RSI,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,-11.0400,-2.0800,False,False,-20.3200,-14.2400,-0.0800
entry_score_top10,2025Q1,2025-02-07,6,CTLP,NOT_IN_TOP10,80,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,13.4312,-18.2844,False,False,25.8465,-3.7246,-6.6591
entry_score_top10,2025Q1,2025-02-28,7,LFST,NOT_IN_TOP10,80,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-12.8991,-16.2197,False,False,-9.1954,-14.9425,-24.5211
entry_score_top10,2025Q1,2025-02-28,8,ONC,NOT_IN_TOP10,80,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-2.8308,-7.5747,False,False,-10.2057,0.7142,-8.7182
entry_score_top10,2025Q1,2025-02-20,9,RELY,NOT_IN_TOP10,80,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-26.5526,-28.9699,False,False,-13.2763,-22.0528,-16.9208
entry_score_top10,2025Q1,2025-01-30,10,DCH,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,10.3774,-23.2075,False,False,-7.5472,-10.3774,-27.9245
entry_score_top10,2025Q1,2025-02-27,11,TBLA,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-5.1613,-2.9032,False,False,-7.4194,-4.8387,17.7419
entry_score_top10,2025Q1,2025-03-11,12,ASAN,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,22,0,,,,,,20.1154,47.9802,False,False,19.1261,27.6175,20.6925
entry_score_top10,2025Q1,2025-02-14,13,PGY,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,-25.2602,-30.6731,False,False,-5.8293,-20.3331,-2.5677
entry_score_top10,2025Q1,2025-02-11,14,MPAA,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,63.9626,36.9735,True,False,62.8705,58.3463,53.3541
entry_score_top10,2025Q1,2025-02-27,15,NPKI,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,0.0000,-1.3722,True,False,-0.8576,-0.3431,39.1081
entry_score_top10,2025Q1,2025-02-19,16,CEG,NOT_IN_TOP10,75,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-35.5857,-40.5176,False,False,-28.2635,-31.293,-9.7001
entry_score_top10,2025Q1,2025-02-19,17,NEO,NOT_IN_TOP10,75,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,-10.8927,-21.5397,False,True,-21.5397,-19.2465,-34.5618
entry_score_top10,2025Q1,2025-01-24,18,PBI,NOT_IN_TOP10,75,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,27.2397,14.6489,False,False,4.7215,28.4504,2.5424
entry_score_top10,2025Q1,2025-02-07,19,RBLX,NOT_IN_TOP10,75,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-9.3867,-23.1969,False,False,-0.8847,-19.3732,5.0382
entry_score_top10,2025Q1,2025-02-14,20,KELYA,NOT_IN_TOP10,74,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,18,0,,,,,,-6.0309,-21.3184,False,False,-2.5947,-8.1346,-13.7447
entry_score_top10,2025Q2,2025-05-08,1,CDE,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,34.2357,51.1146,True,False,18.6306,48.4076,57.4841
entry_score_top10,2025Q2,2025-05-08,2,LZ,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,10.2207,4.5296,False,False,9.8722,8.5947,-0.5807
entry_score_top10,2025Q2,2025-05-07,3,WTI,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,25.0000,48.2759,True,False,25.0000,44.8276,49.1379
entry_score_top10,2025Q2,2025-05-08,4,ACAD,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,22,0,,,,,,49.5924,41.8478,True,False,49.3886,51.4946,61.6848
entry_score_top10,2025Q2,2025-05-07,5,ARRY,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,34.0996,50.9579,False,False,39.1762,43.6782,13.2184
entry_score_top10,2025Q2,2025-05-07,6,CCC,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,4.3995,15.3389,False,False,8.7990,6.8966,18.5494
entry_score_top10,2025Q2,2025-05-09,7,CTLP,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,11.1682,41.5918,True,False,6.4185,20.5392,42.2336
entry_score_top10,2025Q2,2025-05-09,8,LYFT,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,4.7424,12.2484,False,False,14.3637,6.6530,-3.0365
entry_score_top10,2025Q2,2025-05-01,9,MAX,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,0.5045,10.4944,False,False,4.4400,4.4400,1.3118
entry_score_top10,2025Q2,2025-05-08,10,MQ,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,24.5863,40.4255,True,False,23.8771,27.8960,34.2790
entry_score_top10,2025Q2,2025-05-02,11,NPKI,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,3.1088,12.1762,False,False,9.7150,4.4042,16.8394
entry_score_top10,2025Q2,2025-05-08,12,TBLA,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,18.1230,19.0939,False,False,10.0324,16.8285,9.3851
entry_score_top10,2025Q2,2025-05-12,13,TEAD,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-31.3187,-29.9451,False,True,-24.1758,-25.8242,-53.2967
entry_score_top10,2025Q2,2025-05-06,14,LMB,NOT_IN_TOP10,75,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,27.1458,39.8415,False,False,18.0438,26.5044,27.1836
entry_score_top10,2025Q2,2025-05-09,15,PTON,NOT_IN_TOP10,75,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,9.5092,2.9141,False,False,-3.5276,17.3313,9.0491
entry_score_top10,2025Q2,2025-05-09,16,REAL,NOT_IN_TOP10,75,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-9.0164,-13.1147,False,False,-10.9836,0.3279,-9.6721
entry_score_top10,2025Q2,2025-05-27,17,AIOT,NOT_IN_TOP10,74,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,0.6061,-9.4949,False,False,-5.0505,-11.5151,-6.2626
entry_score_top10,2025Q2,2025-05-02,18,ZETA,NOT_IN_TOP10,74,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,18,0,,,,,,-7.2676,5.8001,False,False,0.0699,-9.6436,9.3641
entry_score_top10,2025Q2,2025-05-07,19,BVS,NOT_IN_TOP10,73,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,4.8154,9.4703,False,False,11.2360,7.3836,-1.4446
entry_score_top10,2025Q2,2025-05-01,20,HLF,NOT_IN_TOP10,73,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,1.8018,29.4294,True,False,6.0060,15.6156,37.6877
entry_score_top10,2025Q3,2025-08-07,1,CDE,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,24.0796,92.4378,True,False,17.4129,44.8756,41.1940
entry_score_top10,2025Q3,2025-09-04,2,CRDO,NOT_IN_TOP10,81,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,8.2503,30.9033,True,False,18.8304,6.83,37.0992
entry_score_top10,2025Q3,2025-07-18,3,PGY,NOT_IN_TOP10,81,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,1.6263,38.0352,False,False,3.1862,12.7448,-8.065
entry_score_top10,2025Q3,2025-09-16,4,RLGT,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-3.0351,-4.7923,False,False,-1.9169,-3.1949,7.0287
entry_score_top10,2025Q3,2025-08-12,5,AIOT,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,2.9478,16.5533,False,False,7.0295,18.8209,16.3265
entry_score_top10,2025Q3,2025-07-16,6,ANGO,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-3.7736,16.5372,False,False,1.2209,-2.6637,26.6371
entry_score_top10,2025Q3,2025-07-31,7,COMP,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,15.6425,14.8045,False,False,15.6425,24.7207,6.2849
entry_score_top10,2025Q3,2025-08-08,8,LFST,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,39.4402,40.7125,True,False,37.6590,42.7481,59.0331
entry_score_top10,2025Q3,2025-08-07,9,TBLA,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,1.1976,-1.7964,False,False,-1.4970,2.0958,11.0778
entry_score_top10,2025Q3,2025-08-07,10,STKL,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,13.4168,5.7245,False,False,12.1646,15.7424,-5.9034
entry_score_top10,2025Q3,2025-08-29,11,AFRM,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-2.2717,-17.4783,False,False,-6.6522,-16.7826,-22.8804
entry_score_top10,2025Q3,2025-08-04,12,AVD,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,20.6573,27.2300,False,False,26.9953,26.7606,9.6244
entry_score_top10,2025Q3,2025-08-08,13,CNTY,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,15.9664,10.5042,False,False,6.3025,13.8655,-27.3109
entry_score_top10,2025Q3,2025-08-12,14,MRCY,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,15.876,31.341,False,False,14.4545,25.1584,27.8472
entry_score_top10,2025Q3,2025-08-07,15,RUN,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,41.0714,71.8750,True,False,38.3929,51.0714,83.8393
entry_score_top10,2025Q3,2025-08-08,16,UEIC,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-15.6357,-21.3058,False,True,-19.4158,-17.5258,-42.9553
entry_score_top10,2025Q3,2025-07-31,17,WDC,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,1.8721,57.2256,True,False,0.5253,10.3165,90.4108
entry_score_top10,2025Q3,2025-08-29,18,WOOF,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,-11.8090,-9.0452,False,False,-5.0251,-8.7940,-19.5980
entry_score_top10,2025Q3,2025-08-06,19,XMTR,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,7.548,17.7981,True,False,5.8285,10.9424,39.8392
entry_score_top10,2025Q3,2025-08-08,20,ARRY,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,39.0840,33.1298,False,False,28.5496,33.5878,27.7863
entry_score_top10,2025Q4,2025-11-07,1,APPN,NOT_IN_TOP10,81,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,6.1482,-12.6642,False,True,9.1435,13.0846,-34.6033
entry_score_top10,2025Q4,2025-11-05,2,COMP,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,27.4272,31.6748,True,False,13.8350,25.2427,47.8155
entry_score_top10,2025Q4,2025-10-31,3,WDC,NOT_IN_TOP10,81,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,-9.8199,13.2219,True,False,12.0386,5.1704,79.0418
entry_score_top10,2025Q4,2025-11-11,4,AIOT,NOT_IN_TOP10,80,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-7.3359,8.1081,False,False,-14.0927,3.4749,-7.7220
entry_score_top10,2025Q4,2025-10-21,5,BTSG,NOT_IN_TOP10,80,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,12.1992,27.0053,False,False,10.4612,9.492,29.4452
entry_score_top10,2025Q4,2025-11-05,6,MRCY,NOT_IN_TOP10,80,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-7.835,8.5024,True,False,-8.7694,-5.7928,32.5147
entry_score_top10,2025Q4,2025-11-05,7,XMTR,NOT_IN_TOP10,80,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-5.5974,10.982,False,False,-7.7905,-2.144,1.2275
entry_score_top10,2025Q4,2025-11-07,8,FIGS,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,17.1053,39.3541,False,False,9.8086,36.7225,26.9139
entry_score_top10,2025Q4,2025-11-06,9,STKL,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-21.3187,-20.6593,False,False,-18.9011,-18.9011,8.1319
entry_score_top10,2025Q4,2025-11-04,10,EXAS,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,44.1353,44.9914,True,False,-4.3522,44.3065,46.2614
entry_score_top10,2025Q4,2025-11-06,11,ARRY,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-15.3672,2.0339,True,False,-14.2373,-9.4915,35.1412
