variant,quarter,snapshot_date,tradable_date,selection_rank,ticker,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,return_20d_pct,return_60d_pct,winner_90d_30pct,loser_90d_minus30pct,return_10d_pct,return_30d_pct,return_90d_pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected
entry_score_top10,2024Q2,2024-05-10,2024-05-10,1,SLQT,99.000000,99,99.000000,99.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,14,,2,0,14.9813,16.1049,False,False,3.7453,5.9925,16.1049,2.670000,132.17,-21.77,1,-1,weak,$500M-$1B,Repricing momentum extension,1,0,3,1,inflecting,1,2,3,,,,30,45,12,99,True
entry_score_top10,2024Q2,2024-05-08,2024-05-08,2,REAL,94.000000,94,94.000000,94.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,10,,2,0,3.8168,-12.2137,False,False,10.4326,-8.9059,-21.1196,3.930000,81.94,13.09,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,1,3,,,,30,45,11,94,True
entry_score_top10,2024Q2,2024-05-10,2024-05-10,3,LFST,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,-22.4234,-28.9694,False,False,4.5961,-25.4875,-17.4095,7.180000,20.27,1.88,-1,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,29,45,11,91,True
entry_score_top10,2024Q2,2024-05-03,2024-05-03,4,NPKI,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,2.4129,6.5684,False,False,-1.6086,11.9303,5.7641,7.460000,28.18,-18.94,0,-2,weak,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,1,3,,,,29,45,12,91,True
entry_score_top10,2024Q2,2024-05-08,2024-05-08,5,CIFR,90.000000,90,90.000000,90.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,Post-halving bitcoin mining economics,"[""low-cost power"", ""BTC price highs"", ""transaction fee spike""]",direct_beneficiary,medium,margin,stable,,0,,,,30,0,,,,,,Repricing momentum priority,16,,2,0,7.2386,23.8606,False,False,6.9705,8.0429,6.4343,3.73,27.74,-23.16,0,-2.0,weak,<$100M,Repricing momentum extension,1,0,2,2,constructive,2,1,1,,,,30,35,11,90,True
entry_score_top10,2024Q2,2024-05-10,2024-05-10,6,ARLO,87.000000,87,87.000000,87.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,8.6062,25.8187,False,False,-7.2353,0.3808,2.8180,13.130000,23.29,22.27,1,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,9,87,True
entry_score_top10,2024Q2,2024-05-09,2024-05-09,7,KRO,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,12.6409,2.5765,False,False,4.4283,9.0177,-17.9549,12.420000,27.25,35.56,-7,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,1,3,,,,22,45,8,86,True
entry_score_top10,2024Q2,2024-05-09,2024-05-09,8,COMP,84.000000,84,84.000000,84.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,3.5519,-0.8197,False,False,18.3060,-3.5519,13.6612,3.660000,4.87,69.42,-1,-1,weak,$2B-$10B,,1,0,3,2,constructive,2,1,1,,,,30,45,12,84,True
entry_score_top10,2024Q2,2024-05-03,2024-05-03,9,HRTG,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,5.5412,-18.0412,False,False,15.3350,6.1856,-1.1598,7.760000,-12.32,59.17,2,0,mixed,$500M-$1B,,1,1,3,2,inflecting,2,2,3,,,,29,45,9,83,True
entry_score_top10,2024Q2,2024-05-02,2024-05-02,10,RSI,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,4,0,8.6514,20.3562,False,False,9.7964,10.9415,27.3537,7.860000,9.78,96.16,-2,-2,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,29,45,13,83,True
entry_score_top10,2024Q3,2024-08-01,2024-08-01,1,COMP,90.000000,90,90.000000,90.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,6,,3,0,0.6369,29.7240,False,False,-11.8896,9.1295,18.0467,4.710000,28.69,4.87,-1,-2,weak,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,30,45,12,90,True
entry_score_top10,2024Q3,2024-08-07,2024-08-07,2,AAOI,89.000000,89,89.000000,89.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,hyperscale 400G optical ramp,"[""DOCSIS 4.0 CATV transition"", ""second-half recovery""]",direct_beneficiary,high,revenue,accelerating,,13,,,,25,0,,,,,,,5,,0,0,10.6024,80.0000,True,False,3.6145,42.2892,99.2771,8.3,-18.63,,5,2.0,mixed,<$100M,,1,0,3,2,constructive,1,2,1,,,,25,40,6,89,True
entry_score_top10,2024Q3,2024-09-11,2024-09-11,3,CTLP,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,32.0470,54.8658,True,False,20.1342,54.5302,59.7316,5.960000,-7.45,-2.57,-1,-2,weak,$100M-$500M,,1,1,2,1,inflecting,2,2,3,,,,29,45,12,85,True
entry_score_top10,2024Q3,2024-08-08,2024-08-08,4,DCGO,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,10.6707,-3.9634,False,False,7.3171,10.9756,11.2805,3.280000,-6.02,8.72,1,-1,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,30,45,12,85,True
entry_score_top10,2024Q3,2024-08-01,2024-08-01,5,RSI,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,6,,0,0,-17.7391,-5.6522,False,False,-21.8261,-21.5652,-6.4348,11.500000,46.31,9.78,1,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,12,85,True
entry_score_top10,2024Q3,2024-08-07,2024-08-07,6,GBTG,84.000000,84,84.000000,84.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,4,0,-0.1407,6.3291,False,False,-0.4219,-1.6878,8.7201,7.110000,20.51,8.66,0,-4,weak,$1B-$2B,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,45,8,84,True
entry_score_top10,2024Q3,2024-08-07,2024-08-07,7,SWIM,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,6,,6,0,54.5226,63.0653,True,False,49.7487,41.9598,65.3266,3.980000,29.22,8.45,-4,-4,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,1,3,,,,30,45,8,83,True
entry_score_top10,2024Q3,2024-09-11,2024-09-11,8,EPM,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,11.4754,13.7295,False,False,12.7049,15.5738,14.9590,4.880000,-11.59,9.96,0,8,strong,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,30,45,9,82,True
entry_score_top10,2024Q3,2024-08-09,2024-08-09,9,LFST,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,8.6806,18.4028,True,False,0.8681,21.0069,33.3333,5.760000,-19.78,20.27,-1,-3,weak,$500M-$1B,,1,1,2,1,inflecting,2,2,3,,,,29,45,9,82,True
entry_score_top10,2024Q3,2024-08-09,2024-08-09,10,PBI,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,6,0,-0.9845,-3.7975,False,False,5.3446,-8.8608,13.2208,7.110000,33.9,28.88,0,-2,weak,$500M-$1B,Repricing momentum extension,1,0,3,3,constructive,2,1,1,,,,29,36,11,81,True
entry_score_top10,2024Q4,2024-10-31,2024-10-31,1,COMP,99.000000,99,99.000000,99.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,0,0,8.2353,-2.6891,False,False,14.2857,20.0000,22.1849,5.950000,26.33,28.69,2,0,mixed,$2B-$10B,Repricing momentum extension,1,1,3,2,inflecting,2,1,3,,,,29,45,14,99,True
entry_score_top10,2024Q4,2024-11-07,2024-11-07,2,CORZ,90.000000,90,90.000000,90.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,,,,,,,,,0,,,,,0,Contracted HPC data center hosting,"[""bitcoin mining transition"", ""powered infrastructure scarcity"", ""CoreWeave AI compute demand""]",infrastructure_provider,high,revenue,accelerating,,13,,,,18,0,,,,,,,5,,0,0,24.2807,6.1053,False,False,9.4737,12.5614,-10.8070,14.25,46.45,166.58,1,5.0,good,$100M-$500M,,1,0,3,2,constructive,2,2,1,,,,18,45,9,90,True
entry_score_top10,2024Q4,2024-11-07,2024-11-07,3,CDE,89.000000,89,89.000000,89.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,4,0,1.7241,-4.2320,False,False,2.5078,11.4420,11.1285,6.380000,20.38,20.73,0,-2,weak,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,8,89,True
entry_score_top10,2024Q4,2024-11-08,2024-11-08,4,LFST,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,-2.4643,-2.4643,False,False,-9.0791,-3.6316,3.5019,7.710000,33.85,-19.78,0,-3,weak,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,9,88,True
entry_score_top10,2024Q4,2024-11-08,2024-11-08,5,PBI,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,0,0,-8.2004,-18.1093,False,False,-16.9704,-10.2506,-1.3667,8.780000,23.49,33.9,0,-2,weak,$1B-$2B,Repricing momentum extension,1,0,2,2,constructive,2,1,1,,,,29,35,11,86,True
entry_score_top10,2024Q4,2024-11-08,2024-11-08,6,STGW,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,6.9388,-15.9184,False,False,1.0884,1.4966,-13.3333,7.350000,21.89,14.64,0,-3,weak,$1B-$2B,Repricing momentum extension,1,1,2,1,inflecting,2,2,3,,,,29,42,9,85,True
entry_score_top10,2024Q4,2024-12-06,2024-12-06,7,VSCO,85.000000,85,85.000000,85.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,0,0,-8.8707,-25.521,False,True,0.1418,-13.3224,-55.5265,45.825001,99.1525,15.28,-1.0000,-1.0,weak,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,85,True
entry_score_top10,2024Q4,2024-11-08,2024-11-08,8,DCGO,84.000000,84,84.000000,84.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,14.5503,11.6402,False,False,5.8201,8.9947,29.8942,3.780000,15.24,-6.02,3,2,mixed,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,30,45,11,84,True
entry_score_top10,2024Q4,2024-10-24,2024-10-24,9,GEV,84.000000,84,84.000000,84.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,1,0,16.6019,20.6816,True,False,3.3764,15.1044,49.4349,285.809998,72.1747,8.04,1.0000,-2.0,weak,>$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,84,True
entry_score_top10,2024Q4,2024-12-19,2024-12-19,10,MU,84.000000,84,84.000000,84.000000,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,0,AI data center memory growth,"[""High-margin mix shift"", ""Consumer market weakness""]",direct_beneficiary,high,revenue,stable,,13,,,,0,15,,,,,,,5,,0,0,10.3575,18.5502,False,False,-5.2953,21.4254,13.2993,90.080002,-20.35,,8,7.0,strong,>$10B,,1,1,3,2,inflecting,2,2,3,,,,15,45,6,84,True
entry_score_top10,2025Q1,2025-02-11,2025-02-11,1,SLQT,95.000000,95,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,14,,0,0,-24.2908,-43.9716,False,True,-18.9716,-38.6525,-58.3333,5.640000,179.21,-2.88,1,-1,weak,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,29,40,12,95,True
entry_score_top10,2025Q1,2025-02-10,2025-02-10,2,ULCC,95.000000,95,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,15,,1,0,-27.8876,-64.9324,False,True,-9.2612,-36.7326,-56.7118,9.610000,55.0,93.75,0,-2,weak,$2B-$10B,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,40,12,95,True
entry_score_top10,2025Q1,2025-02-11,2025-02-11,3,AIOT,93.000000,93,93.000000,93.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,,10,,0,0,-19.7236,-39.9497,False,False,-6.6583,-28.8945,-27.5126,7.960000,50.19,17.26,3,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,9,93,True
entry_score_top10,2025Q1,2025-02-11,2025-02-11,4,REAL,92.000000,92,92.000000,92.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,14,,0,0,-21.6352,-34.9686,False,False,-18.7421,-30.8176,-29.5597,7.950000,167.68,-1.0,1,-1,weak,$100M-$500M,Repricing momentum extension,1,0,2,2,constructive,2,2,1,,,,29,37,12,92,True
entry_score_top10,2025Q1,2025-02-13,2025-02-13,5,RBBN,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,6,,2,0,-4.0512,-25.1599,False,False,-2.3454,-15.7783,-21.9616,4.690000,34.77,-2.52,-3,-1,weak,$500M-$1B,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,30,45,9,88,True
entry_score_top10,2025Q1,2025-03-05,2025-03-05,6,ORN,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,11.4120,38.4913,True,False,7.9304,-2.7079,65.1837,5.170000,-25.4,-13.48,1,-1,weak,$500M-$1B,,1,1,3,2,inflecting,2,2,3,,,,29,45,12,85,True
entry_score_top10,2025Q1,2025-02-07,2025-02-07,7,PTON,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,-14.2032,-42.2633,False,False,11.2009,-35.1039,-24.8268,8.660000,2.24,91.2,1,-2,weak,$1B-$2B,,1,0,3,2,constructive,2,1,1,,,,29,45,12,85,True
entry_score_top10,2025Q1,2025-02-21,2025-02-21,8,IRTC,84.000000,84,84.000000,84.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,1,0,-17.591,-16.1497,False,False,-8.0411,-10.7721,20.0607,118.639999,74.4706,-9.56,0.0000,-2.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,84,True
entry_score_top10,2025Q1,2025-02-27,2025-02-27,9,AAOI,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,RM3 - Mid-price dislocation momentum,,1,CATV and datacenter capacity ramp,"[""1.8 GHz amplifier orders"", ""US-based automated production"", ""datacenter demand""]",direct_beneficiary,high,revenue,accelerating,,13,,,,10,0,,,,,,Repricing momentum priority,6,,1,0,-11.9583,-45.5417,False,False,-41.0417,-36.0417,-26.4583,24.0,23.08,,0,-3.0,weak,$100M-$500M,Repricing momentum extension,1,0,3,2,inflecting,1,2,3,,,,10,45,9,82,True
entry_score_top10,2025Q1,2025-02-21,2025-02-21,10,SABR,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,-22.4638,-50.7246,False,True,-5.0725,-15.2174,-37.6812,4.140000,28.17,4.19,1,5,good,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,30,45,9,82,True
entry_score_top10,2025Q2,2025-05-09,2025-05-09,1,AAOI,96.000000,96,96.000000,96.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,800G and CATV demand ramp,"[""400G optical demand"", ""hyperscale design wins"", ""capacity expansion""]",direct_beneficiary,high,revenue,accelerating,,13,,,,22,0,,,,,,,5,,0,0,23.8478,96.6350,True,False,39.2831,23.4089,63.3504,13.67,-43.04,,1,-2.0,weak,<$100M,,1,1,3,2,inflecting,2,2,3,,,,22,45,11,96,True
entry_score_top10,2025Q2,2025-05-07,2025-05-07,2,ATRO,85.000000,85,85.000000,85.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,0,0,25.2765,25.9084,True,False,18.6414,32.0695,41.5482,25.32,60.0506,-20.7,1.0000,-1.0,weak,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,18,45,12,85,True
entry_score_top10,2025Q2,2025-05-08,2025-05-08,3,LFST,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,8.6331,-15.9173,False,False,5.0360,5.7554,-29.8561,5.560000,-28.99,1.56,-1,-2,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,29,45,11,85,True
entry_score_top10,2025Q2,2025-05-09,2025-05-09,4,COMP,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,-12.6866,-6.1194,False,False,-7.0149,-8.0597,22.5373,6.700000,-21.45,43.36,-5,-1,weak,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,29,45,9,82,True
entry_score_top10,2025Q2,2025-04-30,2025-04-30,5,CWK,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,10.5831,19.5464,True,False,18.7905,8.3153,34.0173,9.260000,-24.84,-10.72,-3,-2,weak,$2B-$10B,,1,1,3,1,inflecting,2,1,3,,,,29,45,8,82,True
