quarter,field,ticker,old,new
2024Q2,pre_llm_fundamental_score,ABG,3,5
2024Q2,pre_llm_fundamental_score,ABM,0,4
2024Q2,pre_llm_fundamental_score,ABT,8.0,1
2024Q2,pre_llm_fundamental_bucket,AAP,strong,weak
2024Q2,pre_llm_fundamental_bucket,AAT,mixed,strong
2024Q2,pre_llm_fundamental_bucket,ABM,mixed,good
2024Q2,pre_llm_fundamental_bucket,ABT,strong,mixed
2024Q2,pre_llm_fundamental_bucket,ACA,mixed,good
2024Q2,score_change,A,-1.0000,0.0
2024Q2,score_change,AAP,2.0000,0.0
2024Q2,score_change,AAT,-4.0000,0.0
2024Q2,score_change,ABG,-4.0000,0.0
2024Q2,score_change,ABM,1.0000,0.0
2024Q2,entry_raw_score,AAP,6,5
2024Q2,entry_raw_score,AAT,6,13
2024Q2,entry_raw_score,ABG,1,3
2024Q2,entry_raw_score,ABM,9,3
2024Q2,entry_raw_score,ABT,48,-4
2024Q2,entry_score_0_100,AAP,6,5
2024Q2,entry_score_0_100,AAT,6,13
2024Q2,entry_score_0_100,ABG,1,3
2024Q2,entry_score_0_100,ABM,9,3
2024Q2,entry_score_0_100,ABT,48,0
2024Q2,tier_structure_score,ACCO,25,30
2024Q2,tier_structure_score,ACDC,25,29
2024Q2,tier_structure_score,ADTN,30,29
2024Q2,tier_structure_score,AHCO,25,29
2024Q2,tier_structure_score,AHR,22,18
2024Q2,hp_structure_score,ABT,10,0
2024Q2,hp_structure_score,ADNT,15,0
2024Q2,hp_structure_score,AKAM,15,0
2024Q2,hp_structure_score,ALGT,0,15
2024Q2,hp_structure_score,AMR,15,0
2024Q2,llm_business_improvement_score,ABT,32,0
2024Q2,llm_business_improvement_score,ACCO,14,5
2024Q2,llm_business_improvement_score,ACDC,45,40
2024Q2,llm_business_improvement_score,ADEA,14,45
2024Q2,llm_business_improvement_score,ADSK,0,45
2024Q2,fundamental_rerating_score,AAP,6,9
2024Q2,fundamental_rerating_score,AAT,0,3
2024Q2,fundamental_rerating_score,ABG,5,3
2024Q2,fundamental_rerating_score,ABM,10,3
2024Q2,fundamental_rerating_score,ABT,6,0
2024Q2,risk_penalty_score,AAP,0,4
2024Q2,risk_penalty_score,AAT,4,0
2024Q2,risk_penalty_score,ABG,4,0
2024Q2,risk_penalty_score,ABM,1,0
2024Q2,risk_penalty_score,ABT,0,4
2024Q3,tradable_date,A,2024-08-22,2024-09-02
2024Q3,tradable_date,AAT,2024-07-31,2024-08-05
2024Q3,tradable_date,ABG,2024-08-05,2024-08-12
2024Q3,tradable_date,ABT,2024-07-19,2024-08-01
2024Q3,tradable_date,ACA,2024-08-02,2024-08-05
2024Q3,entry_open,A,145.380005,141.6300048828125
2024Q3,entry_open,AAT,25.98,24.770000457763672
2024Q3,entry_open,ABG,220.820007,230.64999389648438
2024Q3,entry_open,ABT,100.610001,106.6500015258789
2024Q3,entry_open,ACA,86.160004,75.30999755859375
2024Q3,pre_llm_fundamental_score,AAT,5.0,6
2024Q3,pre_llm_fundamental_score,ABG,4,5
2024Q3,pre_llm_fundamental_score,ABM,6,4
2024Q3,pre_llm_fundamental_score,ABT,7,1
2024Q3,pre_llm_fundamental_score,ACAD,0,5
2024Q3,pre_llm_fundamental_bucket,AAT,good,strong
2024Q3,pre_llm_fundamental_bucket,ABM,strong,good
2024Q3,pre_llm_fundamental_bucket,ABT,strong,mixed
2024Q3,pre_llm_fundamental_bucket,ACAD,mixed,good
2024Q3,pre_llm_fundamental_bucket,ACCO,weak,mixed
2024Q3,score_change,AAP,-8.0000,0.0
2024Q3,score_change,AAT,4.0000,0.0
2024Q3,score_change,ABG,1.0000,0.0
2024Q3,score_change,ABM,6.0000,0.0
2024Q3,score_change,ABT,-1.0000,0.0
2024Q3,entry_raw_score,AAP,3,5
2024Q3,entry_raw_score,AAT,9,13
2024Q3,entry_raw_score,ABM,8,3
2024Q3,entry_raw_score,ABNB,-6,51
2024Q3,entry_raw_score,ABT,3,-4
2024Q3,entry_score_0_100,AAP,3,5
2024Q3,entry_score_0_100,AAT,9,13
2024Q3,entry_score_0_100,ABM,8,3
2024Q3,entry_score_0_100,ABNB,0,51
2024Q3,entry_score_0_100,ABT,3,0
2024Q3,tier_structure_score,AAT,0,10
2024Q3,tier_structure_score,ACDC,25,29
2024Q3,tier_structure_score,ADNT,0,10
2024Q3,tier_structure_score,AHCO,25,29
2024Q3,tier_structure_score,AHRT,18,22
2024Q3,hp_structure_score,AAT,8,0
2024Q3,hp_structure_score,ADUS,8,0
2024Q3,hp_structure_score,AEIS,0,18
2024Q3,hp_structure_score,AFRM,8,0
2024Q3,hp_structure_score,AJG,8,0
2024Q3,llm_business_improvement_score,AAT,12,0
2024Q3,llm_business_improvement_score,ABNB,1,40
2024Q3,llm_business_improvement_score,ACCO,14,7
2024Q3,llm_business_improvement_score,ACDC,6,10
2024Q3,llm_business_improvement_score,ADEA,36,42
2024Q3,fundamental_rerating_score,AAP,4,9
2024Q3,fundamental_rerating_score,AAT,0,3
2024Q3,fundamental_rerating_score,ABM,8,3
2024Q3,fundamental_rerating_score,ABT,3,0
2024Q3,fundamental_rerating_score,ACAD,7,1
2024Q3,risk_penalty_score,AAP,1,4
2024Q3,risk_penalty_score,AAT,11,0
2024Q3,risk_penalty_score,ABNB,22,4
2024Q3,risk_penalty_score,ABT,0,4
2024Q3,risk_penalty_score,ACCO,12,24
2024Q4,tradable_date,A,2024-11-26,2024-12-23
2024Q4,tradable_date,AAT,2024-10-30,2024-11-04
2024Q4,tradable_date,ABG,2024-10-30,2024-10-31
2024Q4,tradable_date,ABM,2024-12-19,2024-12-20
2024Q4,tradable_date,ABT,2024-10-17,2024-11-01
2024Q4,entry_open,A,127.019997,134.16000366210938
2024Q4,entry_open,AAT,27.870001,26.68000030517578
2024Q4,entry_open,ABG,228.020004,235.36000061035156
2024Q4,entry_open,ABM,51.180000,50.650001525878906
2024Q4,entry_open,ABT,118.709999,119.75
2024Q4,pre_llm_fundamental_score,AAP,2,-1
2024Q4,pre_llm_fundamental_score,ABM,6,4
2024Q4,pre_llm_fundamental_score,ABNB,6.0,4
2024Q4,pre_llm_fundamental_score,ABT,6,1
2024Q4,pre_llm_fundamental_score,ACA,6,3
2024Q4,pre_llm_fundamental_bucket,AAP,mixed,weak
2024Q4,pre_llm_fundamental_bucket,ABM,strong,good
2024Q4,pre_llm_fundamental_bucket,ABNB,strong,good
2024Q4,pre_llm_fundamental_bucket,ABT,strong,mixed
2024Q4,pre_llm_fundamental_bucket,ACA,strong,good
2024Q4,score_change,AAP,3.0000,0.0
2024Q4,score_change,AAT,1.0000,0.0
2024Q4,score_change,ABG,1.0000,0.0
2024Q4,score_change,ABNB,2.0000,0.0
2024Q4,score_change,ABT,-1.0000,0.0
2024Q4,entry_raw_score,AAP,3,5
2024Q4,entry_raw_score,ABG,6,3
2024Q4,entry_raw_score,ABM,8,3
2024Q4,entry_raw_score,ABNB,19,-4
2024Q4,entry_raw_score,ABT,3,-4
2024Q4,entry_score_0_100,AAP,3,5
2024Q4,entry_score_0_100,ABG,6,3
2024Q4,entry_score_0_100,ABM,8,3
2024Q4,entry_score_0_100,ABNB,19,0
2024Q4,entry_score_0_100,ABT,3,0
2024Q4,tier_structure_score,ACCO,29,25
2024Q4,tier_structure_score,ACDC,25,29
2024Q4,tier_structure_score,ACH,18,22
2024Q4,tier_structure_score,ADNT,0,10
2024Q4,tier_structure_score,AHCO,25,29
2024Q4,hp_structure_score,ABNB,8,0
2024Q4,hp_structure_score,AFRM,8,0
2024Q4,hp_structure_score,AHR,8,0
2024Q4,hp_structure_score,AOSL,15,0
2024Q4,hp_structure_score,APPN,18,0
2024Q4,llm_business_improvement_score,ABNB,14,0
2024Q4,llm_business_improvement_score,ACCO,14,8
2024Q4,llm_business_improvement_score,ACDC,14,8
2024Q4,llm_business_improvement_score,ADEA,16,28
2024Q4,llm_business_improvement_score,ADTN,14,45
2024Q4,fundamental_rerating_score,AAP,4,9
2024Q4,fundamental_rerating_score,ABG,6,3
2024Q4,fundamental_rerating_score,ABM,8,3
2024Q4,fundamental_rerating_score,ABNB,3,0
2024Q4,fundamental_rerating_score,ABT,3,0
2024Q4,risk_penalty_score,AAP,1,4
2024Q4,risk_penalty_score,ABNB,6,4
2024Q4,risk_penalty_score,ABT,0,4
2024Q4,risk_penalty_score,ACCO,7,17
2024Q4,risk_penalty_score,ACDC,17,14
2025Q1,tradable_date,A,2025-02-27,2025-03-04
2025Q1,tradable_date,AAT,2025-02-05,2025-02-13
2025Q1,tradable_date,ABG,2025-01-31,2025-02-27
2025Q1,tradable_date,ABT,2025-01-23,2025-02-24
2025Q1,tradable_date,ACA,2025-02-28,2025-03-03
2025Q1,entry_open,A,128.779999,125.0
2025Q1,entry_open,AAT,23.299999,22.209999084472656
2025Q1,entry_open,ABG,304.579987,273.4599914550781
2025Q1,entry_open,ABT,118.129997,134.49000549316406
2025Q1,entry_open,ACA,85.809998,83.56999969482422
2025Q1,pre_llm_fundamental_score,A,8,7
2025Q1,pre_llm_fundamental_score,ABG,6,5
2025Q1,pre_llm_fundamental_score,ABM,-1,4
2025Q1,pre_llm_fundamental_score,ABNB,7,4
2025Q1,pre_llm_fundamental_score,ABT,7,1
2025Q1,pre_llm_fundamental_bucket,ABG,strong,good
2025Q1,pre_llm_fundamental_bucket,ABM,weak,good
2025Q1,pre_llm_fundamental_bucket,ABNB,strong,good
2025Q1,pre_llm_fundamental_bucket,ABT,strong,mixed
2025Q1,pre_llm_fundamental_bucket,ACAD,weak,good
2025Q1,score_change,A,1.0000,0.0
2025Q1,score_change,ABG,1.0000,0.0
2025Q1,score_change,ABM,-7.0000,0.0
2025Q1,score_change,ABNB,1.0000,0.0
2025Q1,score_change,ABT,1.0000,0.0
2025Q1,entry_raw_score,A,6,3
2025Q1,entry_raw_score,ABG,8,3
2025Q1,entry_raw_score,ABNB,3,-4
2025Q1,entry_raw_score,ABT,3,-4
2025Q1,entry_raw_score,ACAD,21,10
2025Q1,entry_score_0_100,A,6,3
2025Q1,entry_score_0_100,ABG,8,3
2025Q1,entry_score_0_100,ABNB,3,0
2025Q1,entry_score_0_100,ABT,3,0
2025Q1,entry_score_0_100,ACAD,21,10
2025Q1,tier_structure_score,ACDC,25,29
2025Q1,tier_structure_score,ACH,25,29
2025Q1,tier_structure_score,ADEA,18,10
2025Q1,tier_structure_score,AESI,0,10
2025Q1,tier_structure_score,AHCO,18,22
2025Q1,hp_structure_score,ADBE,10,0
2025Q1,hp_structure_score,ADV,0,15
2025Q1,hp_structure_score,AFRM,18,0
2025Q1,hp_structure_score,ALKS,0,18
2025Q1,hp_structure_score,AMD,0,15
2025Q1,llm_business_improvement_score,ACDC,16,30
2025Q1,llm_business_improvement_score,ACH,16,38
2025Q1,llm_business_improvement_score,ACLS,4,5
2025Q1,llm_business_improvement_score,ADBE,42,0
2025Q1,llm_business_improvement_score,ADEA,45,0
2025Q1,fundamental_rerating_score,A,6,3
2025Q1,fundamental_rerating_score,ABG,8,3
2025Q1,fundamental_rerating_score,ABM,4,3
2025Q1,fundamental_rerating_score,ABNB,3,0
2025Q1,fundamental_rerating_score,ABT,3,0
2025Q1,risk_penalty_score,ABM,1,0
2025Q1,risk_penalty_score,ABNB,0,4
2025Q1,risk_penalty_score,ABT,0,4
2025Q1,risk_penalty_score,ACCO,15,19
2025Q1,risk_penalty_score,ACH,13,14
2025Q2,tradable_date,A,2025-05-29,2025-06-03
2025Q2,tradable_date,AAT,2025-04-30,2025-05-05
2025Q2,tradable_date,ABG,2025-04-30,2025-05-01
2025Q2,tradable_date,ABT,2025-04-17,2025-05-01
2025Q2,tradable_date,ACA,2025-05-07,2025-05-08
2025Q2,entry_open,A,116.949997,110.88999938964844
2025Q2,entry_open,AAT,18.660000,18.989999771118164
2025Q2,entry_open,ABG,213.690002,220.67999267578125
2025Q2,entry_open,ABT,130.380005,129.5
2025Q2,entry_open,ACA,88.199997,82.8499984741211
2025Q2,pre_llm_fundamental_score,AAT,5,6
2025Q2,pre_llm_fundamental_score,ABG,7.0,5
2025Q2,pre_llm_fundamental_score,ABM,5,4
2025Q2,pre_llm_fundamental_score,ABNB,5.0,4
2025Q2,pre_llm_fundamental_score,ABT,8.0,1
2025Q2,pre_llm_fundamental_bucket,AAT,good,strong
2025Q2,pre_llm_fundamental_bucket,ABG,strong,good
2025Q2,pre_llm_fundamental_bucket,ABT,strong,mixed
2025Q2,pre_llm_fundamental_bucket,ACA,strong,good
2025Q2,pre_llm_fundamental_bucket,ACAD,weak,good
2025Q2,score_change,A,-1.0000,0.0
2025Q2,score_change,AAT,-1.0000,0.0
2025Q2,score_change,ABG,1.0000,0.0
2025Q2,score_change,ABM,6.0000,0.0
2025Q2,score_change,ABNB,-2.0000,0.0
2025Q2,entry_raw_score,ABG,23,3
2025Q2,entry_raw_score,ABM,6,3
2025Q2,entry_raw_score,ABNB,4,41
2025Q2,entry_raw_score,ABT,42,-4
2025Q2,entry_raw_score,ACA,6,3
2025Q2,entry_score_0_100,ABG,23,3
2025Q2,entry_score_0_100,ABM,6,3
2025Q2,entry_score_0_100,ABNB,4,41
2025Q2,entry_score_0_100,ABT,42,0
2025Q2,entry_score_0_100,ACA,6,3
2025Q2,tier_structure_score,ACAD,22,10
2025Q2,tier_structure_score,AESI,18,22
2025Q2,tier_structure_score,AHRT,25,29
2025Q2,tier_structure_score,AI,0,10
2025Q2,tier_structure_score,ALGM,10,0
2025Q2,hp_structure_score,ABG,15,0
2025Q2,hp_structure_score,ABT,10,0
2025Q2,hp_structure_score,ADV,0,15
2025Q2,hp_structure_score,AGX,8,0
2025Q2,hp_structure_score,AJG,8,0
2025Q2,llm_business_improvement_score,ABG,5,0
2025Q2,llm_business_improvement_score,ABNB,5,30
2025Q2,llm_business_improvement_score,ABT,26,0
2025Q2,llm_business_improvement_score,ACAD,44,0
2025Q2,llm_business_improvement_score,ACCO,6,8
2025Q2,fundamental_rerating_score,ABG,8,3
2025Q2,fundamental_rerating_score,ABM,6,3
2025Q2,fundamental_rerating_score,ABT,6,0
2025Q2,fundamental_rerating_score,ACA,6,3
2025Q2,fundamental_rerating_score,ACAD,12,1
2025Q2,risk_penalty_score,ABG,5,0
2025Q2,risk_penalty_score,ABNB,16,4
2025Q2,risk_penalty_score,ABT,0,4
2025Q2,risk_penalty_score,ACCO,20,19
2025Q2,risk_penalty_score,ACDC,15,16
2025Q3,tradable_date,A,2025-08-28,2025-09-01
2025Q3,tradable_date,AAP,2025-07-25,2025-08-15
2025Q3,tradable_date,AAT,2025-07-30,2025-08-04
2025Q3,tradable_date,ABG,2025-07-30,2025-07-31
2025Q3,tradable_date,ABT,2025-07-18,2025-07-31
2025Q3,entry_open,A,118.800003,124.87999725341797
2025Q3,entry_open,AAP,59.900002,56.849998474121094
2025Q3,entry_open,AAT,20.420000,18.690000534057617
2025Q3,entry_open,ABG,221.250000,220.85000610351562
2025Q3,entry_open,ABT,122.629997,127.54000091552734
2025Q3,pre_llm_fundamental_score,AAP,2,-1
2025Q3,pre_llm_fundamental_score,AAT,7,6
2025Q3,pre_llm_fundamental_score,ABG,4,5
2025Q3,pre_llm_fundamental_score,ABM,6,4
2025Q3,pre_llm_fundamental_score,ABT,7,1
2025Q3,pre_llm_fundamental_bucket,AAP,mixed,weak
2025Q3,pre_llm_fundamental_bucket,ABM,strong,good
2025Q3,pre_llm_fundamental_bucket,ABT,strong,mixed
2025Q3,pre_llm_fundamental_bucket,ACDC,mixed,weak
2025Q3,pre_llm_fundamental_bucket,ACH,mixed,weak
2025Q3,score_change,AAT,2.0000,0.0
2025Q3,score_change,ABG,-3.0000,0.0
2025Q3,score_change,ABM,1.0000,0.0
2025Q3,score_change,ABNB,-1.0000,0.0
2025Q3,score_change,ABT,-1.0000,0.0
2025Q3,entry_raw_score,AAP,3,2
2025Q3,entry_raw_score,ABM,8,3
2025Q3,entry_raw_score,ABT,3,-4
2025Q3,entry_raw_score,ACA,0,3
2025Q3,entry_raw_score,ACCO,36,18
2025Q3,entry_score_0_100,AAP,3,2
2025Q3,entry_score_0_100,ABM,8,3
2025Q3,entry_score_0_100,ABT,3,0
2025Q3,entry_score_0_100,ACA,0,3
2025Q3,entry_score_0_100,ACCO,36,18
2025Q3,tier_structure_score,ADNT,0,10
2025Q3,tier_structure_score,ADTN,25,29
2025Q3,tier_structure_score,AESI,18,22
2025Q3,tier_structure_score,AHCO,18,22
2025Q3,tier_structure_score,AHRT,25,29
2025Q3,hp_structure_score,ACLS,8,0
2025Q3,hp_structure_score,ADV,8,0
2025Q3,hp_structure_score,AEIS,0,8
2025Q3,hp_structure_score,AFRM,18,0
2025Q3,hp_structure_score,AHR,18,0
2025Q3,llm_business_improvement_score,ACCO,14,7
2025Q3,llm_business_improvement_score,ACDC,4,7
2025Q3,llm_business_improvement_score,ACH,14,28
2025Q3,llm_business_improvement_score,ACLS,5,0
2025Q3,llm_business_improvement_score,ACVA,26,20
2025Q3,fundamental_rerating_score,AAP,3,6
2025Q3,fundamental_rerating_score,ABM,8,3
2025Q3,fundamental_rerating_score,ABT,3,0
2025Q3,fundamental_rerating_score,ACA,1,3
2025Q3,fundamental_rerating_score,ACCO,1,0
2025Q3,risk_penalty_score,AAP,0,4
2025Q3,risk_penalty_score,ABT,0,4
2025Q3,risk_penalty_score,ACA,1,0
2025Q3,risk_penalty_score,ACCO,9,24
2025Q3,risk_penalty_score,ACH,15,16
2025Q4,tradable_date,A,2025-11-25,2025-12-23
2025Q4,tradable_date,AAT,2025-10-29,2025-11-03
2025Q4,tradable_date,ABG,2025-10-29,2025-10-30
2025Q4,tradable_date,ABM,2025-12-18,2025-12-22
2025Q4,tradable_date,ABT,2025-10-16,2025-10-30
2025Q4,entry_open,A,150.779999,138.1699981689453
2025Q4,entry_open,AAT,19.879999,19.010000228881836
2025Q4,entry_open,ABG,234.130005,234.4600067138672
2025Q4,entry_open,ABM,47.090000,42.68000030517578
2025Q4,entry_open,ABT,129.529999,125.13999938964844
2025Q4,pre_llm_fundamental_score,AAP,5,-1
2025Q4,pre_llm_fundamental_score,AAT,7,6
2025Q4,pre_llm_fundamental_score,ABG,4,5
2025Q4,pre_llm_fundamental_score,ABM,6,4
2025Q4,pre_llm_fundamental_score,ABNB,6,4
2025Q4,pre_llm_fundamental_bucket,AAP,good,weak
2025Q4,pre_llm_fundamental_bucket,ABM,strong,good
2025Q4,pre_llm_fundamental_bucket,ABNB,strong,good
2025Q4,pre_llm_fundamental_bucket,ABT,strong,mixed
2025Q4,pre_llm_fundamental_bucket,ACA,mixed,good
2025Q4,score_change,AAP,3.0000,0.0
2025Q4,score_change,ABNB,2.0000,0.0
2025Q4,score_change,ACA,-4.0000,0.0
2025Q4,score_change,ACAD,-2.0000,0.0
2025Q4,score_change,ACCO,-3.0000,0.0
2025Q4,entry_raw_score,AAP,6,5
2025Q4,entry_raw_score,ABM,8,3
2025Q4,entry_raw_score,ABNB,3,-4
2025Q4,entry_raw_score,ABT,3,-4
2025Q4,entry_raw_score,ACA,0,3
2025Q4,entry_score_0_100,AAP,6,5
2025Q4,entry_score_0_100,ABM,8,3
2025Q4,entry_score_0_100,ABNB,3,0
2025Q4,entry_score_0_100,ABT,3,0
2025Q4,entry_score_0_100,ACA,0,3
2025Q4,tier_structure_score,ADNT,0,10
2025Q4,tier_structure_score,ADTN,25,29
2025Q4,tier_structure_score,AESI,18,22
2025Q4,tier_structure_score,AHCO,18,22
2025Q4,tier_structure_score,AHRT,25,29
2025Q4,hp_structure_score,ADBE,10,0
2025Q4,hp_structure_score,AEIS,0,18
2025Q4,hp_structure_score,AHR,8,0
2025Q4,hp_structure_score,AIZ,8,0
2025Q4,hp_structure_score,ALB,18,0
2025Q4,llm_business_improvement_score,ACDC,4,7
2025Q4,llm_business_improvement_score,ACH,4,14
2025Q4,llm_business_improvement_score,ACVA,14,16
2025Q4,llm_business_improvement_score,ADBE,45,0
2025Q4,llm_business_improvement_score,ADEA,7,20
2025Q4,fundamental_rerating_score,AAP,6,9
2025Q4,fundamental_rerating_score,ABG,4,3
2025Q4,fundamental_rerating_score,ABM,8,3
2025Q4,fundamental_rerating_score,ABNB,3,0
2025Q4,fundamental_rerating_score,ABT,3,0
2025Q4,risk_penalty_score,AAP,0,4
2025Q4,risk_penalty_score,ABG,1,0
2025Q4,risk_penalty_score,ABNB,0,4
2025Q4,risk_penalty_score,ABT,0,4
2025Q4,risk_penalty_score,ACA,1,0
2026Q1,tradable_date,A,2026-02-26,2026-03-04
2026Q1,tradable_date,AAP,2026-02-17,2026-02-16
2026Q1,tradable_date,AAT,2026-02-04,2026-02-09
2026Q1,tradable_date,ABG,2026-02-06,2026-02-23
2026Q1,tradable_date,ABT,2026-01-23,2026-02-23
2026Q1,entry_open,A,121.889999,119.58000183105469
2026Q1,entry_open,AAT,18.480000,18.850000381469727
2026Q1,entry_open,ABG,220.380005,226.1999969482422
2026Q1,entry_open,ABT,108.269997,112.29000091552734
2026Q1,entry_open,ACA,127.0,106.45999908447266
2026Q1,pre_llm_fundamental_score,A,8,7
2026Q1,pre_llm_fundamental_score,AAP,4,-1
2026Q1,pre_llm_fundamental_score,AAT,4,6
2026Q1,pre_llm_fundamental_score,ABG,6,5
2026Q1,pre_llm_fundamental_score,ABM,6,4
2026Q1,pre_llm_fundamental_bucket,AAP,good,weak
2026Q1,pre_llm_fundamental_bucket,AAT,good,strong
2026Q1,pre_llm_fundamental_bucket,ABG,strong,good
2026Q1,pre_llm_fundamental_bucket,ABM,strong,good
2026Q1,pre_llm_fundamental_bucket,ABNB,strong,good
2026Q1,score_change,A,1.0000,0.0
2026Q1,score_change,AAP,-1.0000,0.0
2026Q1,score_change,AAT,-3.0000,0.0
2026Q1,score_change,ABG,2.0000,0.0
2026Q1,score_change,ABNB,1.0000,0.0
2026Q1,entry_raw_score,A,6,3
2026Q1,entry_raw_score,AAP,3,70
2026Q1,entry_raw_score,AAT,6,13
2026Q1,entry_raw_score,ABG,8,3
2026Q1,entry_raw_score,ABM,8,3
2026Q1,entry_score_0_100,A,6,3
2026Q1,entry_score_0_100,AAP,3,70
2026Q1,entry_score_0_100,AAT,6,13
2026Q1,entry_score_0_100,ABG,8,3
2026Q1,entry_score_0_100,ABM,8,3
2026Q1,tier_structure_score,ACAD,0,10
2026Q1,tier_structure_score,ACDC,25,29
2026Q1,tier_structure_score,ACVA,29,25
2026Q1,tier_structure_score,ADTN,25,29
2026Q1,tier_structure_score,AESI,18,22
2026Q1,hp_structure_score,AAP,0,8
2026Q1,hp_structure_score,ACA,8,0
2026Q1,hp_structure_score,ADSK,15,0
2026Q1,hp_structure_score,AEIS,0,18
2026Q1,hp_structure_score,AGYS,0,15
2026Q1,llm_business_improvement_score,AAP,0,45
2026Q1,llm_business_improvement_score,ACA,32,0
2026Q1,llm_business_improvement_score,ACCO,10,7
2026Q1,llm_business_improvement_score,ACDC,14,16
2026Q1,llm_business_improvement_score,ACH,36,11
2026Q1,fundamental_rerating_score,A,6,3
2026Q1,fundamental_rerating_score,AAP,4,9
2026Q1,fundamental_rerating_score,AAT,0,3
2026Q1,fundamental_rerating_score,ABG,8,3
2026Q1,fundamental_rerating_score,ABM,8,3
2026Q1,risk_penalty_score,AAP,1,4
2026Q1,risk_penalty_score,AAT,4,0
2026Q1,risk_penalty_score,ABNB,0,4
2026Q1,risk_penalty_score,ABT,0,4
2026Q1,risk_penalty_score,ACA,4,0
