ticker,quarter,entry_score_0_100,post_llm_demote_flag,post_llm_demote_severity,post_llm_demote_reason_code,post_llm_demote_overrideable,right_tail_evidence_score,right_tail_queue_type,right_tail_recommended_action,right_tail_reason_codes,right_tail_score_parts,right_tail_score_input_columns,market_repricing_score,entry_qoq_pct,repricing_momentum_priority,repricing_momentum_extension,primary_theme,theme_role,theme_tailwind_score,why_demoted,why_still_interesting
NEO,2023Q1,24,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,90.1,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
PLTR,2023Q3,26,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,89.7,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
HRTG,2025Q2,31,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,83.98,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
HIMS,2024Q1,81,0,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,82.13,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
REAL,2023Q3,78,0,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,81.64,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
SPHR,2025Q4,57,0,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,79.4615,,,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
MSTR,2024Q1,29,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,78.95,,,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
QUAD,2023Q3,49,0,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,78.66,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
AXTI,2025Q3,46,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,76.92,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
CXM,2023Q1,79,0,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,76.68,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
LC,2025Q3,21,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,75.97,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
LPSN,2024Q3,31,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,74.24,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
ASAN,2024Q4,31,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,73.16,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
SEDG,2025Q3,28,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,69.7,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
PTON,2023Q1,24,,none,,,22.000000,thin_signal_watchlist,thin_signal_monitor_for_new_theme_or_filing_evidence,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,69.54,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
