sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,score_change,entry_qoq_pct,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch
HP000308,2022Q3,GRBK,2022-08-03,$500M-$1B,weak,-1.0,-1.0000,19.4091,2.0,-1.0,-1.0,8/4/22,26.27,0001373670-22-000041,a3q22022ex99earningsrelease.htm,earnings_exhibit,18577,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GRBK_000137367022000041_a3q22022ex99earningsrelease.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000309,2022Q3,GTLS,2022-07-29,$500M-$1B,weak,-2.0,-2.0000,16.5579,1.0,-1.0,-1.0,8/1/22,196.539993,0000892553-22-000127,exhibit991gtls-20220630pre.htm,earnings_exhibit,53685,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GTLS_000089255322000127_exhibit991gtls-20220630pre.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000310,2022Q3,HAE,2022-08-10,$100M-$500M,weak,-2.0,-8.0000,36.3018,-1.0,-1.0,1.0,8/11/22,74.080002,0000313143-22-000050,ex991-q1june2022earningsre.htm,earnings_exhibit,25156,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HAE_000031314322000050_ex991-q1june2022earningsre.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000311,2022Q3,HOV,2022-09-01,$1B-$2B,strong,6.0,7.0000,-25.8916,2.0,1.0,1.0,9/2/22,42.389999,0001437749-22-021633,ex_418207.htm,earnings_exhibit,46224,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HOV_000143774922021633_ex_418207.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000312,2022Q3,HPP,2022-07-26,$100M-$500M,good,5.0,3.0000,-40.9677,1.0,2.0,0.0,7/27/22,102.480003,0001482512-22-000114,q22022ex991.htm,earnings_exhibit,28909,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HPP_000148251222000114_q22022ex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000313,2022Q3,HRI,2022-07-21,$100M-$500M,strong,6.0,0.0000,-29.0247,1.0,2.0,1.0,7/22/22,103.120003,0001364479-22-000024,a2022q2earningscallprese.htm,earnings_exhibit,31552,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HRI_000136447922000024_a2022q2earningscallprese.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000314,2022Q3,HY,2022-08-02,$1B-$2B,mixed,0.0,0.0000,15.6250,1.0,-1.0,0.0,8/3/22,37.0,0001173514-22-000059,hydataschedule63022ex99.htm,earnings_exhibit,8088,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HY_000117351422000059_hydataschedule63022ex99.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000315,2022Q3,ILMN,2022-08-11,$2B-$10B,good,4.0,-1.0000,-29.1908,1.0,2.0,-1.0,8/12/22,194.9319,0001110803-22-000040,a2q22earningsrelease.htm,earnings_exhibit,38335,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ILMN_000111080322000040_a2q22earningsrelease.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000316,2022Q3,INSW,2022-08-09,<$100M,weak,-2.0,0.0000,21.3057,-1.0,-1.0,1.0,8/10/22,27.5,0001104659-22-087606,tm2222884d1_ex99-1.htm,earnings_exhibit,28826,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/INSW_000110465922087606_tm2222884d1_ex99-1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000317,2022Q3,ISRG,2022-07-21,$1B-$2B,good,4.0,-3.0000,-24.5673,2.0,2.0,1.0,7/22/22,207.440002,0001035267-22-000123,q222ex-991earningsrelease.htm,earnings_exhibit,29796,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ISRG_000103526722000123_q222ex-991earningsrelease.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000318,2022Q3,KSS,2022-08-18,$2B-$10B,good,5.0,-1.0000,-28.0074,1.0,1.0,1.0,8/19/22,31.0,0001193125-22-223655,d358202dex992.htm,earnings_exhibit,13283,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KSS_000119312522223655_d358202dex992.htm.txt,15,,HP1 - Quality pullback re-rater,,,,
HP000319,2022Q3,MBUU,2022-08-25,$500M-$1B,strong,8.0,5.0000,17.8540,1.0,2.0,1.0,8/26/22,67.0,0001590976-22-000048,exhibit991-4q2022earningre.htm,earnings_exhibit,42066,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MBUU_000159097622000048_exhibit991-4q2022earningre.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000320,2022Q3,MCY,2022-08-02,$2B-$10B,strong,6.0,0.0000,-27.1858,2.0,2.0,1.0,8/3/22,37.310001,0001564590-22-027474,d377170dex991.htm,earnings_exhibit,19626,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MCY_000156459022027474_d377170dex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000321,2022Q3,MO,2022-07-28,>$10B,strong,7.0,0.0000,-21.8767,2.0,2.0,1.0,7/29/22,43.709999,0000764180-22-000090,exhibit991erq22022.htm,earnings_exhibit,64732,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MO_000076418022000090_exhibit991erq22022.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000322,2022Q3,MUR,2022-08-04,$500M-$1B,good,4.0,0.0000,-20.2179,-1.0,2.0,1.0,8/5/22,31.49,0000717423-22-000059,mur-2022q2xex991.htm,earnings_exhibit,51839,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MUR_000071742322000059_mur-2022q2xex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000323,2022Q3,MYGN,2022-08-04,$100M-$500M,good,4.0,3.0000,26.4239,-1.0,2.0,1.0,8/5/22,27.08,0000899923-22-000123,mygn-xq222earningsreleasex.htm,earnings_exhibit,34763,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MYGN_000089992322000123_mygn-xq222earningsreleasex.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000324,2022Q3,MZTI,2022-08-25,$1B-$2B,strong,9.0,2.0000,22.8686,2.0,2.0,1.0,8/26/22,168.330002,0000057515-22-000016,a4q22earn6-30x22.htm,earnings_exhibit,18154,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MZTI_000005751522000016_a4q22earn6-30x22.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000325,2022Q3,NEM,2022-07-25,$2B-$10B,strong,7.0,0.0000,-36.7488,2.0,2.0,1.0,7/26/22,44.939999,0001157523-22-000888,a52789249ex991.htm,earnings_exhibit,100607,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NEM_000115752322000888_a52789249ex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000326,2022Q3,NTRA,2022-08-04,$100M-$500M,mixed,0.0,4.0000,38.6191,-1.0,-1.0,0.0,8/5/22,49.389999,0001104659-22-086135,tm2222580d1_ex99-2.htm,earnings_exhibit,20438,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTRA_000110465922086135_tm2222580d1_ex99-2.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,HP4 - Fundamental reacceleration watch tag
HP000327,2022Q3,NUE,2022-07-21,$2B-$10B,good,5.0,-2.0000,-26.6950,2.0,1.0,1.0,7/22/22,129.199997,0001193125-22-198782,d301203dex991.htm,earnings_exhibit,20590,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NUE_000119312522198782_d301203dex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000328,2022Q3,OKTA,2022-08-31,$100M-$500M,good,3.0,5.0000,-35.3831,-1.0,2.0,0.0,9/1/22,69.154999,0001660134-22-000041,okta-7312022_ex991.htm,earnings_exhibit,25133,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OKTA_000166013422000041_okta-7312022_ex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000329,2022Q3,PAR,2022-08-09,$100M-$500M,weak,-4.0,-2.0000,39.2820,-1.0,-1.0,-1.0,8/10/22,40.349998,0000708821-22-000067,ex991earningsreleasejune30.htm,earnings_exhibit,27493,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PAR_000070882122000067_ex991earningsreleasejune30.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000330,2022Q3,PCTY,2022-08-04,$100M-$500M,good,5.0,2.0000,32.5299,2.0,2.0,-1.0,8/5/22,251.820007,0001591698-22-000092,pcty-20220804xex991.htm,earnings_exhibit,26112,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PCTY_000159169822000092_pcty-20220804xex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000331,2022Q3,PLD,2022-07-18,$1B-$2B,strong,7.0,0.0000,-28.9218,2.0,2.0,1.0,7/19/22,120.57,0001564590-22-025889,pld-ex991_7.htm,earnings_exhibit,14187,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PLD_000156459022025889_pld-ex991_7.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000332,2022Q3,PLXS,2022-07-27,$1B-$2B,good,5.0,3.0000,13.2360,1.0,1.0,1.0,7/28/22,90.0,0000785786-22-000068,plxsf22q3earningsrelease-e.htm,earnings_exhibit,21594,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PLXS_000078578622000068_plxsf22q3earningsrelease-e.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000333,2022Q3,PODD,2022-08-04,$100M-$500M,mixed,0.0,-4.0000,15.3374,1.0,-1.0,1.0,8/5/22,257.709991,0001145197-22-000045,podd2022-06x30ex991.htm,earnings_exhibit,18020,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PODD_000114519722000045_podd2022-06x30ex991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000334,2022Q3,PPC,2022-07-28,$2B-$10B,mixed,1.0,2.0000,10.4407,-1.0,1.0,1.0,7/29/22,32.580002,0000802481-22-000076,a2022_q2ppcex991earningsre.htm,earnings_exhibit,34082,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PPC_000080248122000076_a2022_q2ppcex991earningsre.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000335,2022Q3,PTCT,2022-08-04,$100M-$500M,weak,-3.0,0.0000,29.9126,-1.0,-1.0,0.0,8/5/22,46.080002,0001070081-22-000029,tmb-20220804xex99d1.htm,earnings_exhibit,18460,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTCT_000107008122000029_tmb-20220804xex99d1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000336,2022Q3,PTLO,2022-08-04,$100M-$500M,strong,6.0,6.0000,30.3644,1.0,2.0,1.0,8/5/22,25.76,0001871509-22-000037,exhibit991earningsrelease6.htm,earnings_exhibit,27795,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTLO_000187150922000037_exhibit991earningsrelease6.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000337,2022Q3,PYPL,2022-08-02,$2B-$10B,good,4.0,2.0000,18.9043,2.0,2.0,-1.0,8/3/22,101.139999,0001633917-22-000135,q222paypalearningsreleas.htm,earnings_exhibit,42388,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PYPL_000163391722000135_q222paypalearningsreleas.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000338,2022Q3,RDNW,2022-08-09,$100M-$500M,weak,-2.0,0.0000,55.2460,-1.0,-1.0,-1.0,8/10/22,26.190001,0001596961-22-000021,rmbl-991earningrelease6302.htm,earnings_exhibit,26377,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RDNW_000159696122000021_rmbl-991earningrelease6302.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000339,2022Q3,RUN,2022-08-03,$500M-$1B,weak,-4.0,0.0000,23.4918,-1.0,-1.0,-1.0,8/4/22,32.466,0001469367-22-000117,exhibit991q222.htm,earnings_exhibit,42915,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RUN_000146936722000117_exhibit991q222.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000340,2022Q3,RVLV,2022-08-03,$100M-$500M,strong,7.0,1.0000,-29.8527,2.0,2.0,0.0,8/4/22,26.67,0000950170-22-014264,rvlv-ex99_1.htm,earnings_exhibit,22930,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RVLV_000095017022014264_rvlv-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000341,2022Q3,SCCO,2022-07-27,$2B-$10B,strong,7.0,0.0000,-21.6414,2.0,2.0,1.0,7/28/22,46.968052,0001104659-22-083208,tm2221665d2_ex99-1.htm,earnings_exhibit,36169,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SCCO_000110465922083208_tm2221665d2_ex99-1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000342,2022Q3,SHLS,2022-08-16,$100M-$500M,weak,-2.0,2.0000,94.3252,1.0,-1.0,-1.0,8/17/22,25.34,0001831651-22-000047,exhibit991earningsrelease2.htm,earnings_exhibit,22765,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SHLS_000183165122000047_exhibit991earningsrelease2.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,HP4 - Fundamental reacceleration watch tag
HP000343,2022Q3,SHOO,2022-07-27,$100M-$500M,good,4.0,-4.0000,-25.5505,1.0,1.0,1.0,7/28/22,32.459999,0001493152-22-020375,ex99-1.htm,earnings_exhibit,20859,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SHOO_000149315222020375_ex99-1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000344,2022Q3,SLG,2022-07-21,$100M-$500M,good,3.0,-4.0000,-35.5464,-1.0,1.0,1.0,7/22/22,48.25,0001040971-22-000030,a22q2earningsrelease.htm,earnings_exhibit,34735,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SLG_000104097122000030_a22q2earningsrelease.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000345,2022Q3,SNBR,2022-07-27,$500M-$1B,strong,8.0,0.0000,-20.9451,2.0,2.0,1.0,7/28/22,35.970001,0000827187-22-000054,a2022-q2ex991.htm,earnings_exhibit,21177,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SNBR_000082718722000054_a2022-q2ex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000346,2022Q3,SSTK,2022-07-26,$100M-$500M,strong,6.0,2.0000,-26.1883,2.0,2.0,1.0,7/27/22,55.439999,0001549346-22-000027,a2022-q2_exx991xpressrelea.htm,earnings_exhibit,33332,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SSTK_000154934622000027_a2022-q2_exx991xpressrelea.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000347,2022Q3,STRL,2022-08-01,$100M-$500M,strong,6.0,4.0000,10.3830,1.0,2.0,1.0,8/2/22,25.940001,0000874238-22-000076,a20220801ex991presentati.htm,earnings_exhibit,18971,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/STRL_000087423822000076_a20220801ex991presentati.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000348,2022Q3,SWK,2022-07-28,$2B-$10B,good,5.0,4.0000,-22.3530,2.0,1.0,1.0,7/29/22,97.610001,0000093556-22-000034,ex991q22022.htm,earnings_exhibit,25217,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SWK_000009355622000034_ex991q22022.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000349,2022Q3,TENB,2022-07-26,$100M-$500M,good,3.0,5.0000,-29.0410,-1.0,2.0,0.0,7/27/22,39.509998,0001660280-22-000116,q22022financialresults-ear.htm,earnings_exhibit,28772,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TENB_000166028022000116_q22022financialresults-ear.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000350,2022Q3,TPG,2022-08-09,$2B-$10B,weak,-1.0,,20.6373,1.0,-1.0,0.0,8/10/22,31.799999,0001880661-22-000019,tpg2q22earningsrelease.htm,earnings_exhibit,123495,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TPG_000188066122000019_tpg2q22earningsrelease.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000351,2022Q3,UBSI,2022-07-28,$100M-$500M,good,5.0,3.0000,13.7197,2.0,2.0,-1.0,7/29/22,38.459999,0001193125-22-204190,d347449dex991.htm,earnings_exhibit,43319,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UBSI_000119312522204190_d347449dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000352,2022Q3,ULH,2022-07-28,$100M-$500M,strong,6.0,3.0000,24.3070,1.0,2.0,1.0,7/29/22,29.15,0001564590-22-026897,ulh-ex991_7.htm,earnings_exhibit,20143,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ULH_000156459022026897_ulh-ex991_7.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000353,2022Q3,UPST,2022-07-08,$100M-$500M,strong,6.0,2.0000,-23.6315,1.0,2.0,1.0,7/11/22,25.950001,0001647639-22-000041,upst991prelimprq22022.htm,earnings_exhibit,10372,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UPST_000164763922000041_upst991prelimprq22022.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000354,2022Q3,VRTS,2022-07-29,$100M-$500M,strong,7.0,8.0000,14.3146,2.0,2.0,1.0,8/1/22,203.479996,0000883237-22-000213,docq22022earningsrelease.htm,earnings_exhibit,38331,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VRTS_000088323722000213_docq22022earningsrelease.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000355,2022Q3,WHD,2022-08-04,$100M-$500M,strong,7.0,-1.0000,-27.8108,2.0,2.0,1.0,8/5/22,37.689999,0001699136-22-000132,whd-2022063022xexhibit991.htm,earnings_exhibit,23309,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WHD_000169913622000132_whd-2022063022xexhibit991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000356,2022Q3,WSC,2022-08-03,$100M-$500M,strong,6.0,3.0000,13.3737,1.0,2.0,1.0,8/4/22,41.200001,0001647088-22-000037,ex991-pressreleasexq22022.htm,earnings_exhibit,47448,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WSC_000164708822000037_ex991-pressreleasexq22022.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000357,2022Q3,XMTR,2022-08-10,<$100M,weak,-3.0,0.0000,92.0858,-1.0,-1.0,0.0,8/11/22,51.939999,0000950170-22-016272,xmtr-ex99_1.htm,earnings_exhibit,27269,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/XMTR_000095017022016272_xmtr-ex99_1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP000358,2022Q4,ACLS,2022-11-02,$100M-$500M,strong,7.0,0.0000,-23.5857,2.0,2.0,1.0,11/3/22,57.540001,0001104659-22-113976,tm2229273d1_ex99-1.htm,earnings_exhibit,7692,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACLS_000110465922113976_tm2229273d1_ex99-1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000359,2022Q4,ADV,2022-11-09,$2B-$10B,good,4.0,0.0000,-39.3365,1.0,1.0,1.0,11/10/22,64.0,0000950170-22-023863,adv-ex99_1.htm,earnings_exhibit,18010,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADV_000095017022023863_adv-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000360,2022Q4,AGYS,2022-10-25,<$100M,strong,6.0,3.0000,37.1971,1.0,2.0,1.0,10/26/22,60.009998,0000950170-22-020015,agys-ex99_1.htm,earnings_exhibit,20020,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AGYS_000095017022020015_agys-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000361,2022Q4,ALGN,2022-10-26,$1B-$2B,strong,7.0,0.0000,-30.1830,2.0,2.0,1.0,10/27/22,188.889999,0001097149-22-000059,algn-q322earningspressrele.htm,earnings_exhibit,34482,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALGN_000109714922000059_algn-q322earningspressrele.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000362,2022Q4,ALGT,2022-11-02,$500M-$1B,good,4.0,-2.0000,-35.1818,2.0,2.0,-1.0,11/3/22,71.300003,0001362468-22-000064,a2022q38-kex991.htm,earnings_exhibit,38260,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALGT_000136246822000064_a2022q38-kex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000363,2022Q4,AMD,2022-10-06,$2B-$10B,strong,8.0,1.0000,-32.5003,2.0,2.0,1.0,10/7/22,64.010002,0000002488-22-000163,q322earnings_prelimxfina.htm,earnings_exhibit,13599,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMD_000000248822000163_q322earnings_prelimxfina.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000364,2022Q4,AMN,2022-11-03,$1B-$2B,strong,7.0,4.0000,12.5361,1.0,2.0,1.0,11/4/22,124.870003,0000950142-22-003062,eh220301657_ex9901.htm,earnings_exhibit,33584,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMN_000095014222003062_eh220301657_ex9901.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000365,2022Q4,AMP,2022-10-25,$2B-$10B,strong,6.0,7.0000,16.4424,2.0,2.0,1.0,10/26/22,287.309998,0000820027-22-000078,q32022er.htm,earnings_exhibit,54054,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMP_000082002722000078_q32022er.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000366,2022Q4,AMPH,2022-11-07,$100M-$500M,strong,6.0,0.0000,-24.2067,1.0,2.0,1.0,11/8/22,28.9,0001297184-22-000053,amph-20221107xex99d1.htm,earnings_exhibit,23903,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMPH_000129718422000053_amph-20221107xex99d1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000367,2022Q4,AMR,2022-11-07,$1B-$2B,good,3.0,5.0000,28.2216,-1.0,1.0,1.0,11/8/22,178.009995,0001704715-22-000051,pressrelease9302022.htm,earnings_exhibit,41665,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMR_000170471522000051_pressrelease9302022.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP000368,2022Q4,ANGI,2022-10-12,$500M-$1B,good,5.0,0.0000,-34.4473,1.0,1.0,1.0,10/13/22,25.5,0001104659-22-107826,tm2227978d2_8k.htm,primary_8k,4682,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ANGI_000110465922107826_tm2227978d2_8k.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000369,2022Q4,AOSL,2022-11-03,$100M-$500M,good,3.0,-4.0000,-22.2011,-1.0,2.0,0.0,11/4/22,32.73,0001157523-22-001518,a52959342ex99_2.htm,earnings_exhibit,20829,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AOSL_000115752322001518_a52959342ex99_2.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000370,2022Q4,APAM,2022-11-01,$500M-$1B,strong,7.0,0.0000,-22.5315,2.0,2.0,1.0,11/2/22,29.5,0001517302-22-000073,artisan3q22earningsrelease.htm,earnings_exhibit,52612,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/APAM_000151730222000073_artisan3q22earningsrelease.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000371,2022Q4,ASTH,2022-11-03,$100M-$500M,good,5.0,1.0000,-35.8243,1.0,1.0,1.0,11/4/22,36.240002,0001628280-22-028272,exhibit991-pressrelease093.htm,earnings_exhibit,29145,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ASTH_000162828022028272_exhibit991-pressrelease093.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000372,2022Q4,AVB,2022-11-04,$1B-$2B,strong,7.0,0.0000,-22.7680,2.0,2.0,1.0,11/7/22,164.449997,0000915912-22-000017,q32022ex-992.htm,earnings_exhibit,99050,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AVB_000091591222000017_q32022ex-992.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP000373,2022Q4,AVNT,2022-11-02,$2B-$10B,good,3.0,-1.0000,-32.9718,1.0,1.0,1.0,11/3/22,27.809999,0001122976-22-000061,avnt-20220930xnewsrelease.htm,earnings_exhibit,26603,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AVNT_000112297622000061_avnt-20220930xnewsrelease.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
