Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today
RGR,$100M-$500M,14350000,398817000,-97861000,35456000,5284000,3.4129
RHP,$100M-$500M,60994000,5188537000,-13872000,-48544000,31711000,1.7005
RICK,$100M-$500M,17970000,610884000,3196000,-48076000,31684000,-41.4553
RIG,$500M-$1B,-465000000,20254000000,101000000,-90000000,-47000000,21.3346
RILY,$100M-$500M,17155000,6074378000,-55337000,-57164000,52617000,-56.1932
RILYN,$100M-$500M,17155000,6074378000,-55337000,-57164000,52617000,26.9788
RILYZ,$100M-$500M,17155000,6074378000,-55337000,-57164000,52617000,17.6146
RIVN,$500M-$1B,-1349000000,16778000000,1485000000,-283000000,-1521000000,23.9599
RJF,$2B-$10B,936000000,78360000000,2522000000,-319000000,-3760000000,24.7248
RL,$2B-$10B,600100000,6789500000,-665700000,-717900000,715900000,109.6271
RLGT,$500M-$1B,17452000,433930000,-45040000,-9342000,79636000,49.7345
RLJ,$100M-$500M,10645000,4919295000,-40194000,-32634000,42018000,-16.6597
RM,$100M-$500M,8689000,1794527000,-29962000,-20200000,52649000,37.8125
RMBS,$100M-$500M,3281000,1258227000,-54210000,-10705000,38906000,146.3223
RMD,$2B-$10B,210478000,6751708000,611465000,-1113322000,455863000,16.4318
RMNI,$100M-$500M,5639000,393796000,-1101000,-346000,8643000,14.9837
RMR,$100M-$500M,24810000,582424000,-31346000,-1878000,42115000,-23.3939
RNGR,$100M-$500M,6200000,378000000,-5600000,-1100000,17400000,75.1659
ROAD,$500M-$1B,1892000,1219665000,46611000,-97235000,45696000,117.5887
ROCK,$100M-$500M,21099000,1256451000,-46509000,-1636000,38045000,-41.9193
ROG,$100M-$500M,-3500000,1517200000,-29400000,-15400000,1800000,8.083
ROK,$2B-$10B,684300000,11304000000,-296500000,-19500000,253400000,47.3674
ROKU,$500M-$1B,-193604000,4261792000,-79109000,-59243000,-153412000,91.0352
ROL,$500M-$1B,88234000,2595460000,-71082000,-13590000,100773000,14.8511
ROP,$1B-$2B,283100000,28167500000,-52500000,-26800000,463700000,-37.252
ROST,$2B-$10B,371191000,13618904000,-380635000,-167253000,413152000,53.9892
RPD,$100M-$500M,-25915000,1505348000,2838000,-10177000,5842000,-86.0514
RPRX,$500M-$1B,340755000,16381851000,-210373000,-558526000,1033837000,87.1321
RRGB,$100M-$500M,-3256000,741934000,-1017000,-16084000,17342000,-48.8742
RRR,$100M-$500M,44676000,3954512000,29867000,-179971000,140522000,-0.9661
RSG,$2B-$10B,383852000,29081400000,-42000000,-653300000,687700000,6.796
RSI,$100M-$500M,-7260000,318580000,-24000,-6467000,-24276000,154.071
RSVR,$100M-$500M,2539201,754082929,38462111,-72231146,31203724,28.8608
RTX,$10B-$50B,1426000000,161869000000,1096000000,-579000000,-863000000,101.705
RUN,$500M-$1B,-240388000,20450237000,839836000,-510310000,-439323000,8.9226
RVLV,$100M-$500M,14172000,608886000,161000,-1148000,48829000,66.8131
RVTY,$500M-$1B,569475000,13564665000,-113185000,1864502000,63463000,-17.1641
RXO,$1B-$2B,0,1825000000,-8000000,-12000000,42000000,-25.0853
RYAM,$100M-$500M,1607000,2182700000,-13589000,-21348000,51389000,77.6147
RYZ,$1B-$2B,47300000,2569600000,-9900000,-66700000,80400000,35.3299
SABR,$500M-$1B,-98934000,4672194000,111939000,-18110000,455906000,-31.0409
SAFT,$100M-$500M,-12337000,2094004000,-3747000,6655000,-12892000,2.507
SAH,$2B-$10B,47700000,5364600000,72500000,-107500000,-34000000,33.3609
SAIA,$500M-$1B,76097000,2583565000,-12180000,-128055000,119270000,-5.6337
SAIC,$2B-$10B,98000000,5314000000,-105000000,336000000,82000000,-19.4253
SBAC,$500M-$1B,101217000,10178441000,-160728000,-146761000,311168000,10.753
SBGI,$500M-$1B,185000000,6085000000,-279000000,-44000000,62000000,21.477
SBH,$1B-$2B,50337000,2725250000,-49237000,-42181000,79648000,32.1462
SBRA,$100M-$500M,-9487000,5386150000,-196071000,113175000,68289000,31.9961
SBUX,$10B-$50B,1763600000,29445500000,-1283400000,-907000000,-2360800000,24.6442
SCCO,$2B-$10B,815900000,17323300000,-774700000,-170400000,1185200000,71.2294
SCHL,$1B-$2B,10600000,1877500000,-79300000,-65300000,28900000,14.547
SCHW,$2B-$10B,1603000000,493178000000,-10096000000,11029000000,9777000000,30.7287
SCL,$500M-$1B,16142000,2363354000,113536000,-90341000,-72058000,-37.7306
SCSC,$2B-$10B,24042000,2068169000,25565000,-6549000,-20508000,-7.9293
SCVL,$100M-$500M,16526000,976629000,-5811000,-15026000,2052000,-48.9592
SEAT,$100M-$500M,12182000,1550099000,-10800000,-2607000,65111000,-94.257
SEDG,$500M-$1B,138378000,4587731000,-5222000,-67780000,7923000,87.5749
SEIC,$100M-$500M,107015000,2520003000,-118589000,-16988000,114364000,39.833
SEM,$1B-$2B,70805000,7699736000,3419000,-69062000,51440000,-13.0347
SFIX,$1B-$2B,-143314000,614478000,-38885000,39093000,-15675000,-8.4524
SFM,$1B-$2B,76160000,3327428000,-118080000,-60086000,179820000,-14.7993
SG,$100M-$500M,-33657000,856557000,723000,-32379000,-3130000,-76.9907
SGRY,$100M-$500M,-24900000,6876700000,-41200000,-70700000,74500000,-38.0311
SHAK,$100M-$500M,-1534000,1605857000,-3369000,46462000,19820000,11.2099
SHC,$100M-$500M,2842000,3130420000,273916000,-44968000,33871000,32.5611
SHLS,$100M-$500M,14296000,843993000,-10216000,-2003000,9913000,25.0
SHO,$100M-$500M,21087000,3149321000,-36479000,-22474000,47248000,-7.8646
SHOO,$100M-$500M,36786000,1205121000,-49740000,-2426000,-13275000,-9.7711
SHW,$2B-$10B,477400000,23129900000,98100000,-233400000,88200000,12.5695
SIG,$1B-$2B,97400000,6205400000,-100700000,-27100000,-381800000,-3.0278
SIGI,$500M-$1B,92574000,11802546000,-27075000,-98238000,135769000,-9.9015
SIRI,$2B-$10B,233000000,10374000000,-119000000,-235000000,350000000,-6.0315
SITC,$100M-$500M,15284000,4061351000,12904000,-50826000,42167000,-67.5519
SJM,$2B-$10B,631700000,16055000000,-944500000,-355500000,1136300000,-11.9116
SKT,$100M-$500M,23541000,2324119000,-33011000,-1873000,25574000,35.3293
SKWD,$100M-$500M,15556000,2953435000,66455000,-193426000,107207000,24.6464
SKY,$2B-$10B,248044000,1562724000,-19936000,-31967000,224479000,19.6379
SKYW,$2B-$10B,111910000,7233761000,-181695000,3032000,150203000,0.1578
SLAB,$100M-$500M,2117399000,1443056000,-24539000,254281000,-13280000,94.1511
SLB,$2B-$10B,934000000,47957000000,62000000,-547000000,330000000,16.9019
SLG,$100M-$500M,-35993000,9531181000,-2772000,-66369000,42349000,-23.708
SLQT,$500M-$1B,-10706000,1219251000,-29254000,-6860000,-12835000,-67.2626
SLVM,$500M-$1B,97000000,2872000000,-8000000,-228000000,63000000,-37.5579
SM,$500M-$1B,198552000,6379985000,-58358000,-240405000,331634000,-33.0104
SMCI,$2B-$10B,446429000,3674729000,-547291000,-28618000,672919000,-66.2683
SMHI,$100M-$500M,-9589000,780336000,-10982000,12141000,-552000,-46.4654
SMP,$100M-$500M,11918000,1293047000,27342000,-4350000,-20442000,36.8873
SNA,$1B-$2B,248700000,7544900000,-152100000,-72900000,301600000,45.3992
SNBR,$500M-$1B,11465000,950880000,-3358000,-15556000,18581000,-77.1116
SNCY,$100M-$500M,38328000,1623627000,38811000,-95237000,47861000,30.0878
SNDX,$100M-$500M,-41126000,612880000,2474000,19915000,-39228000,2.82
SNPS,$2B-$10B,544446000,10333131000,-591170000,-127712000,817691000,-31.0412
SO,$2B-$10B,799000000,139331000000,454000000,-2118000000,844000000,24.529
SONO,$500M-$1B,44537000,1002241000,-30669000,-23403000,69324000,-1.0204
SPB,$1B-$2B,-74600000,5258400000,-69600000,-33800000,177600000,-2.5322
SPG,$1B-$2B,519255000,34283495000,-135146000,-159740000,828681000,28.8617
SPGI,$2B-$10B,795000000,60589000000,-230000000,-253000000,594000000,-2.644
SPHR,$100M-$500M,-34020000,4973015000,200485000,-825484000,137824000,283.5279
SPNT,$500M-$1B,135900000,12871500000,-39400000,6100000,94200000,92.8922
SPXC,$100M-$500M,42800000,2439700000,62900000,-3900000,-4400000,55.5129
SR,$1B-$2B,270200000,10049000000,161500000,-340700000,179900000,49.5072
SSNC,$1B-$2B,126000000,18102500000,-755300000,-49800000,254800000,9.6674
SSP,$500M-$1B,-18540000,5410120000,-8857000,-7921000,15227000,100.1394
SSTK,$100M-$500M,32843000,1036015000,-70667000,-15937000,66775000,-54.3028
STC,$500M-$1B,-8190000,2702861000,-17383000,-4812000,-51062000,15.5663
STE,$2B-$10B,243888000,10821839000,115830000,-666559000,684811000,0.0721
STEP,$1B-$2B,193885000,3497403000,-70439000,-210241000,214281000,13.7774
STGW,$500M-$1B,1389000,3767047000,12923000,-10815000,-85113000,1.1747
STKL,$100M-$500M,1377000,669424000,21821000,-25457000,3867000,19.8339
STLD,$2B-$10B,637310000,14908420000,-447613000,-309646000,733783000,73.5195
STRA,$100M-$500M,-2028000,2125213000,-19719000,-23285000,35242000,-31.4369
STRL,$100M-$500M,19649000,1777184000,-35131000,6505000,49058000,327.9755
STT,$2B-$10B,549000000,297258000000,-11722000000,14312000000,-2862000000,107.7915
STX,$2B-$10B,-437000000,7556000000,-321000000,-252000000,724000000,388.4757
STZ,$2B-$10B,-40400000,24662300000,-1929500000,-1035800000,2705400000,-40.4193
SUPN,$100M-$500M,16948000,1277673000,80174000,239780000,49126000,85.3445
SVV,$100M-$500M,-10195000,1867405000,16630000,-20850000,-14834000,-28.5714
SWBI,$500M-$1B,194494000,541294000,-105987000,-24116000,137814000,6.2064
SWIM,$100M-$500M,-14368000,835003000,47086000,-9942000,-14476000,101.4852
SWK,$2B-$10B,-187800000,23663800000,324200000,-61200000,-286300000,-1.0189
SWKS,$2B-$10B,309400000,8426700000,-589300000,-329200000,1185100000,-42.6693
SWX,$1B-$2B,45911000,11869896000,-714823000,835665000,-185742000,28.7754
SXC,$100M-$500M,16300000,1660400000,-14600000,-22300000,30200000,-33.4848
SXT,$100M-$500M,33651000,2014507000,24552000,-22879000,-3045000,66.7773
SYK,$2B-$10B,592000000,39912000000,-481000000,-132000000,445000000,-3.8453
SYM,$100M-$500M,-13311000,1050710000,-10726000,-216147000,132364000,64.7903
SYNA,$1B-$2B,64600000,2611400000,-134200000,-28100000,237000000,2.8059
SYY,>$50B,1036388000,22821145000,-1023052000,-481354000,1425782000,5.0335
T,$10B-$50B,4228000000,407060000000,-3711000000,-3818000000,6678000000,42.1518
TALO,$100M-$500M,89860000,4816309000,117116000,-106976000,62857000,23.8794
TAP,$2B-$10B,72500000,26375100000,-102500000,-177400000,3400000,-17.1948
TASK,$100M-$500M,9509000,864202000,-7097000,-6244000,43683000,-51.6153
TBI,$500M-$1B,-4289000,899383000,-26825000,-8376000,9151000,-54.1748
TBLA,$100M-$500M,-31313000,1707802000,-206000,35310000,17524000,12.6899
TDAY,$500M-$1B,10344000,2181247000,-38640000,20704000,6718000,54.1015
TDG,$2B-$10B,228000000,19970000000,1068000000,-76000000,507000000,-11.4617
TDY,$1B-$2B,178700000,14527900000,-103400000,-76900000,203000000,66.1692
TEAD,$100M-$500M,-5605000,664637000,-7411000,-4039000,-20478000,-83.846
TECH,$500M-$1B,209779000,2638692000,46838000,-260893000,171000000,-23.3909
TEL,$2B-$10B,830000000,21712000000,-1006000000,-404000000,1215000000,39.2594
TENB,$100M-$500M,-25097000,1606871000,9790000,11140000,38746000,-52.8824
TER,$500M-$1B,83531000,3383407000,-129501000,-94863000,19336000,167.1757
TEX,$1B-$2B,112600000,3615500000,-31700000,-29700000,9100000,13.5636
TG,$100M-$500M,-1009000,446461000,13581000,-8763000,-9108000,97.9382
TGLS,$100M-$500M,48235000,962717000,-3287000,-15688000,43063000,-11.0491
TGNA,$500M-$1B,104303000,7000057000,-34767000,-4122000,170387000,43.2761
TGT,$10B-$50B,950000000,52150000000,-571000000,-1602000000,1265000000,-17.0015
TH,$100M-$500M,43825000,694353000,-125325000,-28445000,14529000,65.0232
THR,$100M-$500M,20092000,649629000,-22658000,-4531000,28754000,75.7143
THRM,$100M-$500M,7963000,1234371000,-12965000,-2549000,25109000,-38.9879
THRY,$100M-$500M,9314000,783170000,-17055000,-5136000,32311000,-79.211
TILE,$100M-$500M,-714000,1230095000,-21035000,-5712000,29584000,90.4016
TIPT,$100M-$500M,-1062000,5139313000,78302000,-247523000,43046000,4.3531
TITN,$500M-$1B,26965000,1992261000,98196000,-26300000,-77704000,34.7527
TJX,$2B-$10B,891000000,28681000000,-837000000,-362000000,745000000,43.1005
TKO,$100M-$500M,-103840000,12690739000,-109575000,-4581000,69699000,71.0092
TMHC,$1B-$2B,191051000,8672087000,-165070000,-24580000,347449000,13.4553
TMO,$10B-$50B,1292000000,98726000000,-2593000000,-3142000000,729000000,-9.0324
TMUS,$10B-$50B,1940000000,207682000000,-2273000000,-1728000000,4051000000,11.2844
TNDM,$100M-$500M,-123873000,952658000,-541000,-26329000,-18326000,-50.0747
TNET,$1B-$2B,131000000,3693000000,200000000,-23000000,-77000000,-58.767
TPB,$100M-$500M,7597000,569356000,-14553000,-2432000,15384000,148.5453
TPC,$500M-$1B,-49196000,4429856000,14369000,-6887000,21328000,300.7094
TPG,$500M-$1B,25055000,9369672000,-210331000,-896000,35800000,3.2716
TPGXL,$500M-$1B,25055000,9369672000,-210331000,-896000,35800000,-3.7721
TPH,$500M-$1B,74742000,4914588000,-49553000,-9452000,135639000,25.3948
TPL,$100M-$500M,86568000,1156398000,-32837000,-1744000,114775000,77.5127
TPR,$2B-$10B,195300000,7116800000,-768700000,40600000,574800000,242.1696
TR,$100M-$500M,13401000,1019613000,-13900000,5495000,-7482000,44.9758
TRGP,$2B-$10B,497000000,20671800000,-696200000,-480800000,1169800000,85.6593
TRIP,$100M-$500M,-73000000,2537000000,-11000000,-16000000,135000000,-36.82
TRMB,$2B-$10B,492700000,7269000000,-447700000,-203500000,750500000,19.5131
TRN,$500M-$1B,4400000,8906500000,72400000,-203100000,99400000,5.9365
TROW,$1B-$2B,421500000,12278800000,-144200000,-57500000,511700000,-13.0049
TROX,$500M-$1B,23000000,6134000000,120000000,-91000000,-79000000,-35.3278
TRS,$100M-$500M,4910000,1341660000,-17320000,-52570000,9690000,46.1568
TRUP,$100M-$500M,-6410000,782948000,33810000,33914000,-6862000,-6.8581
TRV,$2B-$10B,975000000,125978000000,-593000000,-455000000,1012000000,45.012
TSCO,$2B-$10B,183088000,8848815000,125706000,-157684000,19554000,-33.7945
TSEOF,$500M-$1B,-48900000,3029200000,-20500000,-21800000,45400000,-95.8333
TSLA,$10B-$50B,2513000000,106618000000,-233000000,-2484000000,2513000000,70.7542
TT,$2B-$10B,307100000,19391900000,-459200000,-91000000,8500000,45.8095
TTEC,$500M-$1B,18647000,2185598000,-43639000,-13643000,49058000,-50.0
TTEK,$2B-$10B,159556000,3820477000,680491000,-755219000,113123000,-22.5854
TTMI,$500M-$1B,-5814000,3323663000,-50000000,9627000,55078000,639.5372
TTSH,$100M-$500M,2512000,316672000,-20827000,-3367000,25822000,-57.8488
TTWO,$2B-$10B,418000000,15862100000,-256800000,139200000,258000000,31.2106
TW,$100M-$500M,87856000,7059538000,-80456000,-16714000,70840000,5.6647
TWI,$500M-$1B,31838000,1289245000,-10445000,-11440000,24086000,11.9728
TXNM,$500M-$1B,60273000,9353136000,119986000,-251433000,131501000,59.3337
TXRH,$1B-$2B,88604000,2793376000,-103399000,-103300000,188981000,-7.9491
TXT,$2B-$10B,191000000,16856000000,-376000000,-29000000,163000000,1.6998
TYL,$100M-$500M,30875000,4676663000,-117121000,-600000,74709000,-31.8901
UAL,$10B-$50B,-194000000,71104000000,-563000000,-1968000000,3142000000,88.0952
UBER,$2B-$10B,-157000000,38699000000,-107000000,-399000000,606000000,3.6982
UBSI,$100M-$500M,98307000,29926482000,532453000,91434000,118154000,36.9011
UCB,$100M-$500M,62300000,27297251000,-140560000,181295000,90093000,32.2454
UDR,$100M-$500M,30964000,11373242000,-51659000,-117340000,168015000,-15.3377
UEIC,$100M-$500M,-61363000,355872000,-3812000,-4831000,-2025000,-63.9415
UFCS,$100M-$500M,694000,3144190000,-4133000,-32501000,-6786000,88.5489
UFPI,$2B-$10B,126069000,3696789000,-59368000,-41858000,-37076000,-13.9743
UHS,$2B-$10B,163115000,13555959000,-105891000,-178311000,290753000,-4.1441
UIS,$500M-$1B,-175400000,1965400000,-7600000,-11500000,12800000,-36.715
ULCC,$500M-$1B,-13000000,4993000000,44000000,10000000,-25000000,-20.1431
ULH,$100M-$500M,24876000,1253523000,-3724000,-29748000,64481000,-41.8204
ULTA,$2B-$10B,347051000,5375719000,-296249000,-110080000,304901000,40.2104
UNH,>$50B,5611000000,273720000000,13190000000,-11020000000,16327000000,-39.6191
UPBD,$1B-$2B,47330000,2721430000,-69408000,-9570000,105417000,-36.7091
UPS,$10B-$50B,1895000000,70857000000,4000000,-1813000000,2357000000,-26.4857
UPST,$100M-$500M,-129254000,2017100000,20971000,-25852000,-75727000,40.711
UPWK,$100M-$500M,17167000,1037541000,-152031000,152136000,-8701000,0.2326
URI,$2B-$10B,451000000,25589000000,-186000000,-760000000,939000000,48.2529
USB,$2B-$10B,1698000000,663491000000,6901000000,4943000000,842000000,39.0605
USNA,$100M-$500M,18383000,632757000,-3199000,-3378000,12833000,-57.8559
UTHR,$500M-$1B,240900000,7167000000,48600000,-221100000,374800000,79.8563
UTI,$100M-$500M,2648000,740685000,85525000,-26614000,-4315000,127.5016
UTZ,$100M-$500M,-9127000,2746736000,7452000,-14018000,-8443000,-52.5841
UVV,$2B-$10B,86577000,2586345000,-16760000,-142661000,44882000,9.9566
V,$10B-$50B,8436000000,90499000000,-9273000000,-835000000,8031000000,17.1235
VAC,$1B-$2B,87000000,9680000000,-194000000,-37000000,-50000000,-17.3029
VAL,$100M-$500M,46700000,4322200000,0,-56200000,151700000,28.9086
VC,$500M-$1B,34000000,2727000000,-5000000,-20000000,-19000000,7.7263
VCTR,$100M-$500M,49273000,2542616000,-62469000,-1546000,64156000,57.8606
VECO,$100M-$500M,8741000,1229041000,-27441000,-762000,13918000,4.5785
VERX,$100M-$500M,-18132000,759927000,-1531000,-14297000,3491000,-65.4101
VFC,$10B-$50B,1386941000,13990488000,-1268847000,903735000,864288000,41.8681
VIAV,$500M-$1B,25600000,1850500000,29300000,-105300000,90600000,547.842
VITL,$100M-$500M,7150000,275178000,-998000,8519000,5403000,-72.5873
VLTO,$1B-$2B,225000000,5693000000,-147000000,-9000000,156000000,-9.2533
VMC,$1B-$2B,120700000,14076900000,-181100000,-61700000,221300000,17.6919
VREX,$100M-$500M,7200000,1249600000,-900000,-7500000,23600000,-13.8283
VRSN,$100M-$500M,178700000,1749000000,-222500000,409800000,259000000,49.9437
VRT,$1B-$2B,50300000,7998500000,-18800000,-17400000,42000000,266.7772
VRTS,$100M-$500M,34643000,3678629000,-115078000,-13145000,-42959000,-35.4076
VRTX,$2B-$10B,699800000,22730200000,-294700000,-1833600000,899900000,-5.1331
VSAT,$2B-$10B,-15534000,7730337000,643630000,-1129843000,505641000,367.1677
VSCO,$1B-$2B,1000000,4405000000,-132000000,-55000000,-108000000,196.4245
VSEC,$100M-$500M,9117000,1350338000,63322000,-14594000,-48674000,103.0699
VSH,$500M-$1B,111781000,4239923000,27154000,75587000,129893000,22.9317
VST,$2B-$10B,699000000,32966000000,-874000000,-513000000,1435000000,89.0861
VSTS,$1B-$2B,33468000,3157124000,-60793000,-21693000,68765000,-21.4344
VTOL,$100M-$500M,-1522000,1937278000,34148000,-8104000,6615000,45.7616
VTR,$1B-$2B,18912000,24725433000,-162107000,-56280000,242817000,67.2785
VTRS,$2B-$10B,-1269100000,47685500000,-974700000,-749500000,971200000,38.0394
VVX,$500M-$1B,-17480000,3081900000,-7921000,-9076000,-38492000,32.5306
VYGR,$100M-$500M,124044000,351281000,31306000,14491000,123565000,-52.0966
VYX,$500M-$1B,7000000,4990000000,-175000000,-86000000,311000000,-43.5931
VZ,$10B-$50B,4909000000,380255000000,-2383000000,-6110000000,8289000000,15.9826
WAB,$2B-$10B,169000000,18988000000,-72000000,-32000000,-25000000,68.4196
WAT,$500M-$1B,140923000,4626854000,-159211000,-34406000,196751000,4.6893
WBD,$10B-$50B,-1069000000,122757000000,-432000000,-257000000,-631000000,270.2957
WD,$100M-$500M,26665000,4493052000,513804000,9284000,-546672000,-47.9122
WDC,$2B-$10B,47000000,24546000000,856000000,-620000000,-340000000,496.1919
WEC,$2B-$10B,507600000,43939700000,417600000,-1267900000,796100000,46.8282
WELL,$1B-$2B,28635000,44012166000,470470000,-932837000,376058000,101.5253
WEN,$500M-$1B,39821000,5182826000,-132278000,-12061000,52975000,-58.7456
WERN,$500M-$1B,35224000,3157936000,-16234000,-129230000,166847000,-4.0677
WEST,$100M-$500M,-4341000,773301000,46379000,-22028000,-25131000,-44.9609
WFC,>$50B,4991000000,1886400000000,-2177000000,-7955000000,7406000000,42.0232
WFRD,$1B-$2B,72000000,5068000000,-127000000,-64000000,84000000,-10.2358
WHD,$100M-$500M,42894000,1522561000,303163000,-633152000,60462000,7.1132
WING,$100M-$500M,15669000,377825000,-10087000,-4319000,35698000,-58.484
WK,$100M-$500M,-46150000,1218860000,-349000,-50474000,5563000,-25.8331
WKC,$10B-$50B,22800000,7375300000,-192800000,-23500000,143000000,0.7746
WLDN,$100M-$500M,932000,393367000,-15449000,-3475000,17292000,133.9688
WLKP,$100M-$500M,14892000,1316842000,-105282000,228000,144860000,-0.8369
WLY,$2B-$10B,148309000,3108810000,-131638000,-194024000,339100000,1.4482
WM,$2B-$10B,533000000,32823000000,-319000000,-778000000,1044000000,5.8376
WMG,$2B-$10B,156000000,8545000000,-143000000,-51000000,203000000,-5.3268
WMK,$1B-$2B,25814000,2039632000,-9145000,-43221000,7944000,8.8418
WMT,>$50B,1673000000,245053000000,1940000000,-4860000000,4633000000,87.4503
WNC,$500M-$1B,51213000,1362814000,-28061000,-31423000,69484000,-59.8856
WOOF,$1B-$2B,-1892000,5363152000,-37082000,-62775000,37651000,-18.6649
WOR,$1B-$2B,126625000,3650918000,-109638000,-53733000,396130000,17.0383
WRB,$2B-$10B,294126000,37111830000,-295726000,-359430000,445323000,25.3931
WRBY,$100M-$500M,-10812000,580312000,81000,-12385000,8643000,41.4709
WS,$2B-$10B,19800000,1764400000,-209900000,-13200000,235700000,12.7768
WSC,$500M-$1B,210884000,6137915000,-423087000,271949000,148765000,-39.5183
WSFS,$100M-$500M,62404000,20594672000,375226000,-139635000,30191000,53.3618
WSM,$1B-$2B,156531000,4471037000,-362427000,-49881000,342526000,35.2916
WST,$500M-$1B,140000000,3829500000,-71000000,-82100000,138100000,-8.9573
WTFC,$500M-$1B,180198000,52873511000,-227841000,114420000,68441000,50.989
WTI,$100M-$500M,26005000,1114005000,-294089000,-13314000,23435000,72.093
WTS,$100M-$500M,64700000,2309400000,-29000000,-5100000,33400000,65.6247
WTTR,$100M-$500M,12347000,1218190000,47304000,-30579000,-18016000,52.5463
WWW,$500M-$1B,19000000,2416700000,8700000,74500000,-97800000,30.0146
WY,$1B-$2B,151000000,16983000000,-841000000,-69000000,126000000,-11.7178
WYNN,$2B-$10B,12332000,13996223000,121003000,-131950000,169491000,17.519
XEL,$2B-$10B,418000000,64079000000,-250000000,-1284000000,1537000000,52.1479
XHR,$100M-$500M,6280000,2902227000,-44300000,-10563000,30313000,11.933
XMTR,$100M-$500M,-18344000,707387000,483000,-10000000,-16455000,316.3053
XPER,$100M-$500M,-32000000,673635000,-2917000,-3929000,-43103000,-19.1981
XRAY,$500M-$1B,-19000000,7370000000,17000000,-37000000,-21000000,-52.379
XRX,$1B-$2B,71000000,10008000000,-505000000,-17000000,78000000,-86.3861
XYL,$1B-$2B,99000000,16112000000,-63000000,-37000000,-19000000,-10.2752
XYZ,$2B-$10B,98316000,34069893000,-9083000,623924000,294401000,10.8171
YELP,$100M-$500M,-1178000,1014723000,-54706000,-37280000,74244000,-21.1695
YOU,$100M-$500M,-5224000,1045009000,-9100000,-50605000,60757000,192.4332
YUM,$1B-$2B,300000000,6231000000,-334000000,-56000000,349000000,17.7052
Z,$100M-$500M,-22000000,6652000000,-68000000,-97000000,93000000,-0.8645
ZBH,$1B-$2B,232500000,21496900000,-206700000,-149400000,307700000,-13.5688
ZBRA,$1B-$2B,150000000,7306000000,70000000,-17000000,-76000000,-27.9014
ZD,$100M-$500M,-7627000,3471022000,-9483000,-38791000,115307000,-13.5532
ZETA,$100M-$500M,-56955000,550714000,-7472000,-25916000,20104000,2.4859
ZG,$100M-$500M,-22000000,6652000000,-68000000,-97000000,93000000,2.1097
ZION,$100M-$500M,204000000,87203000000,-862000000,591000000,221000000,45.6077
ZIP,$100M-$500M,5011000,659500000,-57243000,38019000,6370000,-67.2717
ZM,$1B-$2B,15444000,9929793000,7019000,-480786000,418487000,53.8833
ZTS,$2B-$10B,552000000,14286000000,-1802000000,-216000000,549000000,-31.5306
ZWS,$100M-$500M,22800000,2667000000,-50300000,-5200000,5000000,78.9688
ABBV,$10B-$50B,239000000,134711000000,-6192000000,-499000000,4193000000,23.5418
ABT,$2B-$10B,1318000000,73214000000,-1410000000,-462000000,1143000000,-0.576
ACN,$10B-$50B,5498594000,51245305000,-4165025000,-1255380000,6114880000,-36.1802
AIZ,$2B-$10B,113600000,33635200000,-43000000,-229400000,259600000,39.6464
ALNY,$100M-$500M,-174101000,3829880000,46371000,-76217000,-166475000,27.9667
AMP,$2B-$10B,417000000,175191000000,3162000000,-3146000000,1056000000,10.8967
AZO,$10B-$50B,1663585000,15985878000,-1388307000,-478976000,1872776000,21.9744
BAC,$10B-$50B,8161000000,3194657000000,126121000000,30846000000,-11300000000,29.9925
BF-B,$2B-$10B,838000000,7777000000,-1038000000,-127000000,936000000,-35.4644
C,$10B-$50B,4606000000,2411834000000,15766000000,-3073000000,-30485000000,94.0141
CBRE,$2B-$10B,117000000,22548000000,761000000,-115000000,-745000000,66.8694
CEG,$2B-$10B,96000000,50758000000,523000000,219000000,-934000000,36.5435
CNC,$10B-$50B,1130000000,84641000000,-183000000,-253000000,4269000000,-35.0324
COP,$10B-$50B,2920000000,95924000000,-3326000000,-1448000000,5403000000,8.8491
CPRT,$100M-$500M,889956000,6737879000,51020000,-328759000,1005633000,-38.7103
DXCM,$500M-$1B,48600000,6264500000,11200000,-186700000,155400000,-41.7699
EOG,$2B-$10B,2023000000,43857000000,-2642000000,-1567000000,3255000000,4.491
EQT,$2B-$10B,1218548000,25285098000,-495824000,-498326000,1662768000,58.8347
FANG,$1B-$2B,712000000,29001000000,-257000000,-1279000000,1425000000,-7.6058
FCX,$2B-$10B,1049000000,50909000000,-1172000000,-1164000000,1050000000,22.9642
GNRC,$500M-$1B,12430000,5093312000,63673000,-41286000,-18559000,63.1232
HOOD,$100M-$500M,-511000000,32332000000,-11000000,-481000000,828000000,203.199
IBKR,$100M-$500M,700000000,128423000000,-137000000,6000000,-923000000,148.7428
INCY,$500M-$1B,21703000,6782107000,4009000,-28559000,-105603000,57.9587
INVH,$500M-$1B,120242000,19220967000,-173581000,-69841000,317791000,-23.6498
JBHT,$2B-$10B,197768000,8538260000,-107113000,-379831000,487621000,56.7146
JPM,>$50B,12622000000,3744305000000,64557000000,23794000000,-111241000000,51.829
KMB,$2B-$10B,566000000,17344000000,-397000000,-115000000,613000000,-29.8728
LRCX,$10B-$50B,3708394000,18781643000,-1792681000,-479382000,4056213000,132.043
MKC,$2B-$10B,291200000,12862300000,-518100000,-116100000,394200000,-28.3416
