quarter,ticker,cik,event_accession,event_dates,primary_8k_doc,exhibit_docs,periodic_doc,primary_8k_text_len,exhibit_text_len,periodic_text_len,exhibit_table_count,exhibit_table_flag,doc_statuses,quality_pass,quality_reason
2024Q3,A,1090872,0001090872-24-000024,2024-08-21,a-20240821.htm,exhibit991-q324pressrelease.htm,,5275,23681,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAL,6201,0000006201-24-000047,2024-07-25,aal-20240725.htm,a8kerexhibit991q2-24.htm;a8kirexhibit993q2-24.htm;earningspresentation.htm,,4685,60847,0,21,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,AAMI,1748824,0001748824-24-000035,2024-08-01,bsig-20240801.htm,bsigearningspresentation.htm,,3681,51114,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAOI,1158114,0001683168-24-005295,2024-08-06,appliedopto_8k.htm,aaoi_ex9901.htm,,3396,18967,0,20,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAON,824142,0000824142-24-000185,2024-08-01,aaon-20240730.htm,aaonq22024pressreleaseexs.htm,,10328,16358,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAP,1158449,0001158449-24-000192,2024-08-22,aap-20240822.htm,aap_exhibit991xq2x2024.htm,,3605,20771,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAPL,320193,0000320193-24-000080,2024-08-01,aapl-20240801.htm,a8-kex991q3202406292024.htm,,4193,10400,0,3,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AAT,1500217,0001500217-24-000043,2024-07-30,a2q24supplementalng.htm,a2q24earningsreleaseng.htm,,95247,30180,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABCL,1703057,0001628280-24-035229,2024-08-06,abcl-20240806.htm,q22024earningspressrelease.htm;q2248kearningsdeckfinal.htm,,3897,22912,0,5,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ABEO,318306,0001493152-24-031146,2024-08-12,form8-k.htm,ex99-1.htm,,3752,11904,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABG,1144980,0001144980-24-000127,2024-08-02,abg-20240802.htm,a2024q2ex991.htm,,3494,32840,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABM,771497,0000950170-24-104226,2024-09-06,abm-20240906.htm,abm-ex99_1.htm,,3339,32676,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABNB,1559720,0001193125-24-194849,2024-08-06,d831385d8k.htm,d831385dex991.htm,,3907,53078,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABSI,1672688,0001628280-24-037183,2024-08-14,absc-20240814.htm,exhibit991-2024q210xqpr.htm;generalcorporatepresenta.htm,,3728,59119,0,2,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ABTC,1755953,0001213900-24-069074,2024-08-14,ea0211251-8k_gryphon.htm,ea021125101ex99-1_gryphon.htm,,3783,19809,0,22,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ABX,1814287,0001814287-24-000047,2024-07-18;2024-08-12,abl-20240718.htm,exhibit991_q22024xjuly2024.htm;exhibit991ablpressrelease0.htm,,5465,9110,0,1,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included
2024Q3,ACA,1739445,0001739445-24-000111,2024-08-01,aca-20240801.htm,exh991earningsrelease63020.htm,,13994,32627,0,30,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACAD,1070494,0000950170-24-091826,2024-08-06,acad-20240806.htm,acad-ex99_1.htm,,3506,14545,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACCO,712034,0000950170-24-089332,2024-08-01,acco-20240801.htm,acco-ex99_1.htm,,3583,35219,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACDC,0001881487,0001104659-24-086919,2024-08-08,tm2421111d1_8k.htm,tm2421111d1_ex99-1.htm,,4197,26520,0,23,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACEL,1698991,0001698991-24-000036,2024-07-30,acel-20240730.htm,accel2q24resultspresenta.htm;q22024earningspressrelease.htm,,3694,39558,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ACGL,947484,0000947484-24-000091,2024-07-30,acgl-20240730.htm,ex-991release63024.htm;ex-992supplement63024.htm,,4172,125519,0,84,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ACH,75252,0001193125-24-182567,2024-07-23;2024-08-02,d857019d8k.htm,d857019dex991.htm;tmb-20240802xex99d1.htm;tmb-20240802xex99d2.htm,,3460,13725,0,24,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included
2024Q3,ACHV,949858,0000950170-24-096171,2024-08-13,achv-20240813.htm,achv-ex99_1.htm,,3536,12022,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACIC,1401521,0001401521-24-000097,2024-08-07,acic-20240807.htm,earningspresentation-q22.htm,,3605,11592,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACIW,935036,0000935036-24-000032,2024-08-01,aciw-20240801.htm,aciw-20240801_ex992.htm,,3790,10150,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACLS,1113232,0001104659-24-078460,2024-07-09;2024-07-31,tm2419004d1_8k.htm,tm2419004d1_ex99-1.htm;tm2419004d1_ex99-1img001.gif;tm2419004d1_ex99-1img003.gif,,2982,7513,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,ACLX,0001786205,0001193125-24-197017,2024-08-08,d874563d8k.htm,d874563dex991.htm,,3316,8569,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACMR,1680062,0001140361-24-036019,2024-08-07,ef20033630_8k.htm,ef20033630_ex99-1.htm,,3195,21746,0,25,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACRE,1529377,0001628280-24-034915,2024-08-06,acre-20240806.htm,acreq2-24exhibit991.htm;acreq2-24exhibit992.htm,,3810,60851,0,3,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ACT,1823529,0001823529-24-000157,2024-07-31,act-20240731.htm,a2q24earningsrelease.htm,,4080,20743,0,3,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACTG,934549,0000934549-24-000061,2024-08-08,actg-20240808.htm,actg-20240630xex991.htm,,3591,22410,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ACU,2098,0000950170-24-084785,2024-07-19;2024-07-22,acu-20240719.htm,acu-ex99_1.htm;acu-ex99_1.htm,,2886,24088,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ACVA,1637873,0001628280-24-035624,2024-08-07,acva-20240807.htm,q2-24earningspressrelease.htm,,3433,24952,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADBE,796343,0000796343-24-000200,2024-09-12,adbe-20240912.htm,adbeex991q324.htm,,13362,17592,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADCT,1771910,0001628280-24-034975,2024-08-06,adc-20240806.htm,adct-20240630pressrelease.htm,,3377,24179,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADEA,1803696,0000950170-24-091759,2024-08-06,adea-20240806.htm,adea-ex99_1.htm,,3250,22031,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADI,6281,0000006281-24-000158,2024-08-21,adi-20240821.htm,adi3q24exhibit991earnings.htm,,4121,26284,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADM,7084,0000007084-24-000024,2024-07-30,adm-20240730.htm,adm-ex991_2024630xq2.htm,,3858,35925,0,26,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADMA,1368514,0001140361-24-036399,2024-08-08,ef20033774_8k.htm,ef20033774_ex99-1.htm,,3290,23093,0,23,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADNT,1670541,0001670541-24-000095,2024-08-06,adnt-20240806.htm,a08062024adientform8-kex991.htm,,3393,17406,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADP,8670,0000008670-24-000017,2024-07-31,adp-20240731.htm,q4fy24exhibit99.htm,,3186,35115,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADPT,1478320,0000950170-24-089301,2024-08-01,adpt-20240801.htm,adpt-ex99_1.htm,,3346,19166,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADSK,769397,0000769397-24-000147,2024-08-29,adsk-20240829.htm,q225pressrelease.htm,,15985,32166,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADTN,926282,0000950170-24-091207,2024-08-06,adtn-20240805.htm,adtn-ex99_1.htm;adtn-ex99_2.htm,,3918,59290,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ADUS,1468328,0001193125-24-193948,2024-08-05,d881333d8k.htm,d881333dex991.htm,,3258,24842,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ADV,1776661,0000950170-24-092266,2024-08-07,adv-20240807.htm,adv-ex99_1.htm;adv-ex99_2.htm,,5105,68956,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AEE,1002910,0001002910-24-000098,2024-08-01,aee-20240801.htm,q22024ex991earningsrelease.htm;q22024ex992earningsrelease.htm,,4478,34099,0,14,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AEHR,1040470,0001654954-24-008746,2024-07-09;2024-07-16,aehr_8k.htm,aehr_ex991.htm;aehr_ex991.htm,,3591,15780,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AEIS,927003,0001558370-24-010373,2024-07-30,aeis-20240730x8k.htm,aeis-20240730xex99d1.htm,,3483,22949,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AEMD,882291,0001683168-24-005697,2024-08-14,aethlon_8k.htm,aethlon_ex9901.htm,,4028,16372,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AEO,919012,0000950170-24-101592,2024-08-29,aeo-20240829.htm,aeo-ex99_1.htm,,4340,16909,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AEP,4904,0000004904-24-000080,2024-07-30,aep-20240730.htm,a2q20248kpressreleaseex991.htm,,3375,25050,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AES,874761,0000874761-24-000056,2024-08-01,aes-20240801.htm,q22024earningsreleaseexs.htm,,7538,43983,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AESI,0001984060,0000950170-24-090850,2024-08-05,aesi-20240805.htm,aesi-ex99_1.htm,,4300,27718,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AEVA,1789029,0000950170-24-092781,2024-08-07,aeva-20240807.htm,aeva-ex99_1.htm,,3492,13411,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AEYE,1362190,0001104659-24-082635,2024-07-25;2024-09-30,tm2419951d1_8k.htm,tm2419951d1_ex99-1.htm;tm2423575d1_ex99-1.htm,,3279,21200,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included
2024Q3,AFCG,1822523,0001822523-24-000038,2024-08-07,afcg-20240807.htm,afcg-20240807xex991afcgear.htm,,3127,11827,0,1,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AFL,4977,0000004977-24-000138,2024-07-31,a2q24maxsteleconferencep.htm,aflex991-q22024.htm;aflex993teleconferencespee.htm,,22088,53554,0,14,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AFRM,1820953,0001820953-24-000033,2024-08-28,afrm-20240828.htm,afrm-q424shareholderlett.htm,,3547,67546,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AGEN,1098972,0001193125-24-197046,2024-08-08,d800799d8k.htm,d800799dex991.htm;d800799dex992.htm,,6086,19032,0,19,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AGIO,1439222,0001439222-24-000117,2024-08-01,agio-20240801.htm,agio-080124xex991earningsr.htm,,3315,13279,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AGX,100591,0001558370-24-012610,2024-09-05,agx-20240905x8k.htm,agx-20240905xex99d1.htm,,2935,15558,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AGYS,78749,0000950170-24-085249,2024-07-22,agys-20240722.htm,agys-ex99_1.htm,,3479,18057,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AHCO,1725255,0001628280-24-034954,2024-08-06,ahco-20240806.htm,ahco-20240806x8k_ex991.htm,,3621,22311,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AHR,1632970,0001632970-24-000076,2024-08-05,ahr-20240805.htm,exhibit991q22024earningsre.htm;exhibit992q22024suppleme.htm,,3841,99674,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AHRT,1569187,0001569187-24-000117,2024-08-07,ahh-20240807.htm,ahh2024q2ex991earningsrele.htm;ex992_q22024supplemental.htm,,4590,98433,0,8,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AI,1577526,0001628280-24-039310,2024-09-04,ai-20240904.htm,ex991-fy25xq1earnings.htm,,3588,25564,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AIG,5272,0000005272-24-000075,2024-07-31,aig-20240731.htm,q22024earningsrelease.htm,,3789,59661,0,22,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AIMD,1014763,0001493152-24-030263,2024-08-05,form8-k.htm,ex99-1.htm,,3502,16855,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AIOT,1774170,0001493152-24-030281,2024-08-05;2024-08-22,form8-k.htm,ex99-1.htm;ex99-1.htm,,7309,19338,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AIP,1667011,0001667011-24-000024,2024-08-01,aip-20240801.htm,exhibit991q2fy248-k.htm,,3559,21712,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AIR,1750,0001104659-24-080853,2024-07-18;2024-09-23,tm2419476d1_8k.htm,tm2419476d1_ex99-1.htm;tm2419476d1_ex99-2.htm;tm2424484d1_ex99-1.htm,,3878,53227,0,58,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:error_HTTPError,True,included
2024Q3,AISP,1842566,0001654954-24-010685,2024-08-15,airsp_8k.htm,airsp_ex991.htm,,3862,19816,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AJG,354190,0001193125-24-184856,2024-07-25,d841953d8k.htm,d841953dex991.htm;d841953dex992.htm,,4658,54603,0,49,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AKAM,1086222,0001086222-24-000197,2024-08-08,akam-20240808.htm,exhibit991-q22024.htm,,3406,37247,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AKR,899629,0000950170-24-087873,2024-07-30,akr-20240730.htm,akr-ex99_1.htm;akr-ex99_2.htm,,4037,124387,0,130,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ALAB,0001736297,0001736297-24-000016,2024-08-06,alab-20240806.htm,q224exhibit991.htm,,4406,22657,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALB,915913,0000915913-24-000137,2024-07-31,alb-20240731.htm,a2q24earningsreleaseex991.htm,,5633,39875,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALEC,1653087,0000950170-24-092779,2024-08-07,alec-20240807.htm,alec-ex99_1.htm,,3286,15266,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALEX,1545654,0001545654-24-000022,2024-07-25,alex-20240725.htm,q22024earningsrelease.htm,,3519,28030,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALG,897077,0000897077-24-000095,2024-07-31,alg-20240731.htm,ex991q22024.htm,,3343,15882,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALGM,866291,0000950103-24-010519,2024-07-23;2024-08-01,dp214872_8k.htm,dp214872_ex9901.htm;algm-ex99_1.htm,,24252,11371,0,7,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included
2024Q3,ALGN,1097149,0001097149-24-000045,2024-07-24,algn-20240724.htm,algn-q224earningspressrele.htm,,3364,38426,0,21,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALGT,1362468,0001362468-24-000040,2024-07-31,algt-20240731.htm,a2024q28-kex991.htm,,7320,45528,0,21,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALKS,1520262,0000950170-24-085860,2024-07-24,alks-20240724.htm,alks-ex99_1.htm;alks-ex99_2.htm,,3565,34319,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ALKT,1529274,0001529274-24-000166,2024-07-31,alk-20240731.htm,exhibit991-earningsrelease.htm;investorpresentationq2fy.htm,,4436,35735,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ALL,899051,0000899051-24-000053,2024-07-31,all-20240731.htm,allcorp63024earningsreleas.htm,,4184,39663,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALLE,1579241,0001579241-24-000044,2024-07-24,alle-20240724.htm,exhibit991-pressreleasedat.htm,,3641,26281,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALRM,1459200,0001459200-24-000020,2024-08-08,alrm-20240808.htm,ex991earningsreleasejune30.htm,,3529,32418,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALT,1326190,0001326190-24-000027,2024-08-08,alt-20240808x8k.htm,alt-20240808xex99d1.htm,,3767,14886,0,31,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALTG,1759824,0000950170-24-092824,2024-08-07,altg-20240807.htm,altg-ex99_1.htm,,3589,27699,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ALXO,1810182,0000950170-24-093930,2024-08-08,alxo-20240808.htm,alxo-ex99_1.htm,,3423,15373,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMAT,6951,0000006951-24-000026,2024-08-15,amat-20240815.htm,exhibit991q32024earningsre.htm,,3688,20791,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMBA,1280263,0001193125-24-207779,2024-08-27,d890318d8k.htm,d890318dex991.htm,,3321,16120,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMC,1411579,0001104659-24-081453,2024-07-22;2024-07-24;2024-08-02,tm2419663d1_8k.htm,tm2419663d1_ex99-1.htm;tm2420072d1_ex99-1.htm;amc-20240802xex99d1.htm,,34683,19729,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included
2024Q3,AMCR,1748790,0001748790-24-000020,2024-08-15,amcr-20240815.htm,amcor4q2024ex991-june302024.htm;exhibit992-q4fy24investo.htm,,6423,59455,0,32,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AMCX,1514991,0001514991-24-000032,2024-08-09,amcx-20240809.htm,amcx-80924ex991.htm,,3427,28905,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMD,2488,0000002488-24-000121,2024-07-30,amd-20240730.htm,amdq224earningsslides.htm,,5629,23684,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AME,1037868,0001037868-24-000045,2024-08-01,ame-20240801.htm,ametek8kexhibit9918-1x24.htm,,3584,11613,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMGN,318154,0000318154-24-000033,2024-08-06,amgn-20240806.htm,amgn-20240630earningsrelea.htm,,9686,57096,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMKR,1047127,0001047127-24-000156,2024-07-29,amkr-20240729.htm,amkr6302024erex-991.htm,,3246,17167,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMN,1142750,0000950142-24-002148,2024-08-08,eh240517074_8k.htm,eh240517074_ex9901.htm,,3378,35206,0,48,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMPH,1297184,0001297184-24-000045,2024-08-07,amph-20240807x8k.htm,amph-20240807xex99d1.htm,,3483,23339,0,35,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMPL,1866692,0000950170-24-093897,2024-08-08,ampl-20240808.htm,ampl-ex99_1.htm,,3469,28204,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMR,1704715,0001704715-24-000117,2024-08-05,amr-20240805.htm,pressrelease6302024.htm,,3165,26081,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMRN,897448,0000950170-24-088234,2024-07-31,amrn-20240731.htm,amrn-ex99_1.htm,,3600,21928,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMRX,1723128,0001723128-24-000030,2024-08-09,amrx-20240807.htm,amrx-q22024ex992.htm;amrx-q22024xex991ipx203app.htm,,5470,48816,0,13,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,AMSF,1018979,0001193125-24-187560,2024-07-29,d870202d8k.htm,d870202dex991.htm,,2907,13413,0,26,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMT,1053507,0001053507-24-000103,2024-07-30,amt-20240730.htm,pressreleaseq22024.htm,,5298,57511,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMWD,794619,0000794619-24-000067,2024-08-27,amwd-20240827.htm,ex991202407318k.htm,,3022,18082,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AMZN,1018724,0001018724-24-000128,2024-08-01,amzn-20240801.htm,amzn-20240630xex991.htm;amzn-20240630xex992.htm,,3574,34836,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ANAB,1370053,0001370053-24-000039,2024-08-05,anab-20240805.htm,q22024earningsrelease.htm,,3922,14454,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ANDE,821026,0000821026-24-000179,2024-08-06,ande-20240806.htm,q22024ex-99pressrelease.htm,,3011,30873,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ANET,1596532,0001596532-24-000277,2024-07-30,anet-20240730.htm,ex991q224-earningsrelease.htm,,3646,18334,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ANF,1018840,0001018840-24-000066,2024-08-29,anf-20240828.htm,q22024investorpresentati.htm;q22024pressrelease.htm,,5396,48798,0,20,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ANGI,1705110,0001705110-24-000082,2024-08-15,angi-20240806.htm,q22024earningsrelease1.htm,,3694,28995,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ANGO,1275187,0001140361-24-033242,2024-07-16;2024-07-16,ef20032488_8k.htm,ef20032488_ex99-1.htm;ef20032488_ex99-2.htm;ef20032494_ex99-1.htm,,6666,53679,0,40,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:error_HTTPError,True,included
2024Q3,ANY,1591956,0001062993-24-014982,2024-08-13,form8k.htm,exhibit99-1.htm,,3168,6958,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AON,315293,0001628280-24-033048,2024-07-26,aon-20240726.htm,ex991prq22024.htm,,6341,39214,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AORT,784199,0000784199-24-000211,2024-08-08,aort-20240808.htm,aort-2024x8k63024ex991.htm,,4976,23253,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AOS,91142,0000091142-24-000147,2024-07-23,aos-20240723.htm,a6302024exhibit991.htm,,3006,19186,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,AOSL,1387467,0001387467-24-000066,2024-08-07,aosl-20240807.htm,exhibit991earningreleaseju.htm;exhibit992earningreleaseju.htm,,3612,37641,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,APAM,1517302,0001517302-24-000052,2024-07-23,apam-20240723.htm,artisan2q24earningsrelease.htm;artisan2q24pressrelease.htm,,3729,52496,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,APD,2969,0000002969-24-000041,2024-08-01,apd-20240801.htm,exhibit99130jun24.htm,,3956,39284,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,APEI,1201792,0001104659-24-086254,2024-08-06,tm2420705d1_8k.htm,tm2420705d1_ex99-1.htm;tm2420705d1_ex99-2.htm,,3467,39499,0,27,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,APH,820313,0001558370-24-010011,2024-07-24,aph-20240724x8k.htm,aph-20240724xex99d1.htm,,5711,47457,0,28,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,APLE,1418121,0000950170-24-090772,2024-08-05,aple-20240805.htm,aple-ex99_1.htm,,3421,64768,0,21,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,APO,0001858681,0001858681-24-000090,2024-08-01,apo-20240801.htm,agmearningsrelease2q2024.htm;erex9912q2024.htm,,4127,94841,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,APP,1751008,0001751008-24-000053,2024-08-07,app-20240807.htm,a2q24applovinshareholder.htm;exhibit991-pressreleasedat.htm,,3524,25707,0,2,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,APPF,1433195,0001433195-24-000103,2024-07-25,appf-20240725.htm,appfq22024exhibit991.htm,,3502,23701,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,APPN,1441683,0001441683-24-000068,2024-08-01,appn-20240801.htm,appnex991earningsrelease-0.htm,,3497,23769,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,APTV,1521332,0001521332-24-000055,2024-08-01,aptv-20240801.htm,aptvq22024ex991.htm,,5345,41829,0,21,has_tables,primary_8k:cached;exhibit_1:cached,True,included
