quarter,ticker,event_date,event_accession,extraction_source,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,semantic_text_len,semantic_parse_status,table_count,json_path
2024Q3,REXR,2024-07-17,0001571283-24-000031,sec_parser_table_xbrl,6,6,6,6,5375,145931,141646,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/REXR/REXR_2024-07-17_000157128324000031.json
2024Q3,REYN,2024-08-07,0001628280-24-035366,sec_parser_table_xbrl,6,6,6,5,3729,25164,24693,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/REYN/REYN_2024-08-07_000162828024035366.json
2024Q3,REZI,2024-08-08,0001740332-24-000051,sec_parser_table_xbrl,6,2,6,6,6761,25234,24668,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/REZI/REZI_2024-08-08_000174033224000051.json
2024Q3,RGP,2024-07-18,0001084765-24-000086,sec_parser_table_xbrl,6,5,6,6,3658,34599,33769,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RGP/RGP_2024-07-18_000108476524000086.json
2024Q3,RGR,2024-07-31,0001174947-24-000940,sec_parser_table_xbrl,6,0,6,3,3484,15355,15684,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RGR/RGR_2024-07-31_000117494724000940.json
2024Q3,RHP,2024-08-01,0001104659-24-084781,sec_parser_table_xbrl,6,6,6,6,3819,65770,65583,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RHP/RHP_2024-08-01_000110465924084781.json
2024Q3,RICK,2024-07-11,0001628280-24-031665,sec_parser_table_xbrl,4,3,5,3,3172,5837,5844,sec_parser,2,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RICK/RICK_2024-07-11_000162828024031665.json
2024Q3,RIG,2024-07-31,0001451505-24-000110,sec_parser_table_xbrl,6,0,6,6,3039,30825,27334,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RIG/RIG_2024-07-31_000145150524000110.json
2024Q3,RILY,2024-08-12,0001213900-24-067363,sec_parser_table_xbrl,3,6,6,6,4893,13585,13756,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RILY/RILY_2024-08-12_000121390024067363.json
2024Q3,RILYN,2024-08-12,0001213900-24-067363,sec_parser_table_xbrl,3,6,6,6,4893,13585,13756,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RILYN/RILYN_2024-08-12_000121390024067363.json
2024Q3,RILYZ,2024-08-12,0001213900-24-067363,sec_parser_table_xbrl,3,6,6,6,4893,13585,13756,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RILYZ/RILYZ_2024-08-12_000121390024067363.json
2024Q3,RIVN,2024-08-06,0001874178-24-000054,sec_parser_table_xbrl,6,6,6,6,4283,74460,73268,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RIVN/RIVN_2024-08-06_000187417824000054.json
2024Q3,RJF,2024-07-24,0000720005-24-000047,sec_parser_table_xbrl,6,2,6,6,4290,90392,89045,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RJF/RJF_2024-07-24_000072000524000047.json
2024Q3,RL,2024-08-07,0001037038-24-000020,sec_parser_table_xbrl,6,6,6,6,3546,41302,40734,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RL/RL_2024-08-07_000103703824000020.json
2024Q3,RLGT,2024-09-12,0000950170-24-105909,sec_parser_table_xbrl,6,3,6,6,4584,31480,31434,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RLGT/RLGT_2024-09-12_000095017024105909.json
2024Q3,RLJ,2024-08-01,0001511337-24-000022,sec_parser_table_xbrl,6,6,6,6,3481,28099,27630,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RLJ/RLJ_2024-08-01_000151133724000022.json
2024Q3,RM,2024-07-31,0000950170-24-088606,sec_parser_table_xbrl,6,6,6,6,4117,47244,47195,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RM/RM_2024-07-31_000095017024088606.json
2024Q3,RMBS,2024-07-29,0000917273-24-000097,sec_parser_table_xbrl,6,6,6,6,3405,18015,17773,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RMBS/RMBS_2024-07-29_000091727324000097.json
2024Q3,RMD,2024-08-01,0001193125-24-191487,sec_parser_table_xbrl,6,3,6,2,4038,24742,24711,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RMD/RMD_2024-08-01_000119312524191487.json
2024Q3,RMNI,2024-07-31,0001635282-24-000144,sec_parser_table_xbrl,6,6,6,6,4279,26740,26517,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RMNI/RMNI_2024-07-31_000163528224000144.json
2024Q3,RMR,2024-08-01,0001644378-24-000033,sec_parser_table_xbrl,0,0,3,0,3135,2036,2084,sec_parser,1,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RMR/RMR_2024-08-01_000164437824000033.json
2024Q3,RNGR,2024-07-29,0001699039-24-000085,sec_parser_table_xbrl,6,6,6,6,3570,32559,32164,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RNGR/RNGR_2024-07-29_000169903924000085.json
2024Q3,ROAD,2024-08-09,0001718227-24-000059,sec_parser_table_xbrl,6,6,6,5,3487,19436,19224,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROAD/ROAD_2024-08-09_000171822724000059.json
2024Q3,ROCK,2024-07-31,0000912562-24-000043,sec_parser_table_xbrl,6,6,6,6,3575,33163,32155,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROCK/ROCK_2024-07-31_000091256224000043.json
2024Q3,ROG,2024-07-25,0000084748-24-000050,sec_parser_table_xbrl,6,4,6,6,3756,21723,21372,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROG/ROG_2024-07-25_000008474824000050.json
2024Q3,ROK,2024-08-07,0001024478-24-000086,sec_parser_table_xbrl,6,6,6,6,3079,38700,37890,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROK/ROK_2024-08-07_000102447824000086.json
2024Q3,ROKU,2024-08-01,0001428439-24-000031,sec_parser_table_xbrl,6,2,6,6,3387,28932,28519,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROKU/ROKU_2024-08-01_000142843924000031.json
2024Q3,ROL,2024-07-24,0000084839-24-000090,sec_parser_table_xbrl,6,1,6,6,3415,25740,25114,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROL/ROL_2024-07-24_000008483924000090.json
2024Q3,ROP,2024-07-24,0000882835-24-000031,sec_parser_table_xbrl,6,6,6,6,2843,17018,16580,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROP/ROP_2024-07-24_000088283524000031.json
2024Q3,ROST,2024-08-22,0000745732-24-000041,sec_parser_table_xbrl,6,6,6,2,3316,14394,14268,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/ROST/ROST_2024-08-22_000074573224000041.json
2024Q3,RPD,2024-07-09,0001560327-24-000088,sec_parser_table_xbrl,0,1,6,4,3625,6890,6936,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RPD/RPD_2024-07-09_000156032724000088.json
2024Q3,RPRX,2024-08-08,0001193125-24-196475,sec_parser_table_xbrl,6,6,6,3,3415,35196,35178,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RPRX/RPRX_2024-08-08_000119312524196475.json
2024Q3,RRGB,2024-08-22,0001171759-24-000032,sec_parser_table_xbrl,6,6,6,6,3587,24213,23827,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RRGB/RRGB_2024-08-22_000117175924000032.json
2024Q3,RRR,2024-07-23,0001193125-24-182864,sec_parser_table_xbrl,6,3,6,3,2781,11197,11189,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RRR/RRR_2024-07-23_000119312524182864.json
2024Q3,RSG,2024-07-24,0001060391-24-000272,sec_parser_table_xbrl,6,6,6,6,6836,38577,37863,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RSG/RSG_2024-07-24_000106039124000272.json
2024Q3,RSI,2024-07-31,0001793659-24-000057,sec_parser_table_xbrl,6,6,6,6,3399,21967,21724,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RSI/RSI_2024-07-31_000179365924000057.json
2024Q3,RSVR,2024-07-31,0001104659-24-084158,sec_parser_table_xbrl,6,5,6,6,3950,22299,22682,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RSVR/RSVR_2024-07-31_000110465924084158.json
2024Q3,RUN,2024-08-06,0001469367-24-000144,sec_parser_table_xbrl,6,6,6,6,705769,40979,40698,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RUN/RUN_2024-08-06_000146936724000144.json
2024Q3,RVLV,2024-08-06,0000950170-24-091833,sec_parser_table_xbrl,6,5,6,6,3436,24223,24194,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RVLV/RVLV_2024-08-06_000095017024091833.json
2024Q3,RVTY,2024-07-29,0000031791-24-000018,sec_parser_table_xbrl,6,6,6,6,3719,35651,35201,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RVTY/RVTY_2024-07-29_000003179124000018.json
2024Q3,RXO,2024-08-07,0001929561-24-000098,sec_parser_table_xbrl,6,6,6,6,3853,43542,43842,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RXO/RXO_2024-08-07_000192956124000098.json
2024Q3,RYAM,2024-08-06,0001597672-24-000030,sec_parser_table_xbrl,6,6,6,6,3122,42660,42127,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RYAM/RYAM_2024-08-06_000159767224000030.json
2024Q3,RYZ,2024-07-30,0000950170-24-087962,sec_parser_table_xbrl,6,6,6,6,4502,45174,45141,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/RYZ/RYZ_2024-07-30_000095017024087962.json
2024Q3,SABR,2024-08-01,0001597033-24-000104,sec_parser_table_xbrl,6,6,6,6,3503,45490,44533,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SABR/SABR_2024-08-01_000159703324000104.json
2024Q3,SAFT,2024-08-07,0001172052-24-000032,sec_parser_table_xbrl,6,2,6,6,3051,20649,20063,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SAFT/SAFT_2024-08-07_000117205224000032.json
2024Q3,SAH,2024-08-05,0001043509-24-000062,sec_parser_table_xbrl,6,4,6,6,3924,104105,102195,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SAH/SAH_2024-08-05_000104350924000062.json
2024Q3,SAIA,2024-07-26,0000950170-24-086727,sec_parser_table_xbrl,4,0,6,6,3286,16548,16522,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SAIA/SAIA_2024-07-26_000095017024086727.json
2024Q3,SAIC,2024-09-05,0001571123-24-000125,sec_parser_table_xbrl,6,6,6,6,4079,35115,34406,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SAIC/SAIC_2024-09-05_000157112324000125.json
2024Q3,SBAC,2024-07-29,0001193125-24-187567,sec_parser_table_xbrl,6,6,6,6,3165,44300,44271,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SBAC/SBAC_2024-07-29_000119312524187567.json
2024Q3,SBGI,2024-08-07,0001971213-24-000053,sec_parser_table_xbrl,6,6,6,6,4219,25365,25017,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SBGI/SBGI_2024-08-07_000197121324000053.json
2024Q3,SBH,2024-08-08,0001193125-24-196450,sec_parser_table_xbrl,6,6,6,6,3436,32808,32727,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SBH/SBH_2024-08-08_000119312524196450.json
2024Q3,SBRA,2024-08-07,0001492298-24-000024,sec_parser_table_xbrl,6,6,6,6,4801,117651,117655,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SBRA/SBRA_2024-08-07_000149229824000024.json
2024Q3,SCCO,2024-07-19,0001558370-24-009916,sec_parser_table_xbrl,6,4,6,6,2419,30213,29114,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCCO/SCCO_2024-07-19_000155837024009916.json
2024Q3,SCHL,2024-07-18,0000866729-24-000014,sec_parser_table_xbrl,6,2,6,6,3192,28454,27883,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCHL/SCHL_2024-07-18_000086672924000014.json
2024Q3,SCHW,2024-07-16,0000316709-24-000056,sec_parser_table_xbrl,6,2,6,6,3499,39476,38228,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCHW/SCHW_2024-07-16_000031670924000056.json
2024Q3,SCL,2024-07-31,0000950170-24-088232,sec_parser_table_xbrl,6,6,6,6,3397,32542,32450,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCL/SCL_2024-07-31_000095017024088232.json
2024Q3,SCSC,2024-08-27,0000918965-24-000026,sec_parser_table_xbrl,6,6,6,6,3882,58913,58555,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCSC/SCSC_2024-08-27_000091896524000026.json
2024Q3,SCVL,2024-09-05,0000950170-24-103723,sec_parser_table_xbrl,6,6,6,6,3471,24578,24532,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SCVL/SCVL_2024-09-05_000095017024103723.json
2024Q3,SEAT,2024-08-06,0000950170-24-091202,sec_parser_table_xbrl,6,6,6,6,5065,20242,20192,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SEAT/SEAT_2024-08-06_000095017024091202.json
2024Q3,SEDG,2024-08-07,0001178913-24-002467,sec_parser_table_xbrl,6,3,6,6,3499,36490,36563,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SEDG/SEDG_2024-08-07_000117891324002467.json
2024Q3,SEIC,2024-07-24,0000350894-24-000099,sec_parser_table_xbrl,6,1,6,4,3767,22288,21944,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SEIC/SEIC_2024-07-24_000035089424000099.json
2024Q3,SEM,2024-07-12,0001104659-24-079579,sec_parser_table_xbrl,1,4,6,3,3633,10446,10681,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SEM/SEM_2024-07-12_000110465924079579.json
2024Q3,SFIX,2024-09-24,0001576942-24-000087,sec_parser_table_xbrl,6,6,6,6,3827,23486,23124,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SFIX/SFIX_2024-09-24_000157694224000087.json
2024Q3,SFM,2024-07-29,0001575515-24-000120,sec_parser_table_xbrl,6,6,6,6,5854,53087,53684,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SFM/SFM_2024-07-29_000157551524000120.json
2024Q3,SG,2024-08-08,0001628280-24-036126,sec_parser_table_xbrl,2,5,6,6,3398,35667,35167,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SG/SG_2024-08-08_000162828024036126.json
2024Q3,SGRY,2024-08-06,0001638833-24-000132,sec_parser_table_xbrl,6,6,6,6,3360,25212,24818,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SGRY/SGRY_2024-08-06_000163883324000132.json
2024Q3,SHAK,2024-08-01,0001620533-24-000083,sec_parser_table_xbrl,6,6,6,6,4029,87482,87976,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHAK/SHAK_2024-08-01_000162053324000083.json
2024Q3,SHC,2024-08-05,0001822479-24-000038,sec_parser_table_xbrl,6,5,6,6,3668,35003,34515,sec_parser,7,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHC/SHC_2024-08-05_000182247924000038.json
2024Q3,SHLS,2024-08-06,0001831651-24-000097,sec_parser_table_xbrl,6,6,6,6,3423,30622,30302,sec_parser,9,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHLS/SHLS_2024-08-06_000183165124000097.json
2024Q3,SHO,2024-08-07,0001558370-24-011209,sec_parser_table_xbrl,6,6,6,6,4338,90841,84702,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHO/SHO_2024-08-07_000155837024011209.json
2024Q3,SHOO,2024-07-31,0001493152-24-029685,sec_parser_table_xbrl,6,6,6,5,4370,19728,19864,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHOO/SHOO_2024-07-31_000149315224029685.json
2024Q3,SHW,2024-07-23,0000089800-24-000103,sec_parser_table_xbrl,6,6,6,6,3405,25568,25102,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SHW/SHW_2024-07-23_000008980024000103.json
2024Q3,SIG,2024-09-12,0000832988-24-000191,sec_parser_table_xbrl,6,6,6,6,3537,44359,43563,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SIG/SIG_2024-09-12_000083298824000191.json
2024Q3,SIGI,2024-07-18,0000230557-24-000018,sec_parser_table_xbrl,6,6,6,6,4826,82704,82178,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SIGI/SIGI_2024-07-18_000023055724000018.json
2024Q3,SIRI,2024-08-01,0000908937-24-000019,sec_parser_table_xbrl,6,6,6,6,3816,32891,32083,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SIRI/SIRI_2024-08-01_000090893724000019.json
2024Q3,SITC,2024-07-30,0000950170-24-087497,sec_parser_table_xbrl,6,6,6,6,3808,1050943,1048251,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SITC/SITC_2024-07-30_000095017024087497.json
2024Q3,SJM,2024-08-28,0000091419-24-000075,sec_parser_table_xbrl,6,6,6,6,3445,31828,31391,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SJM/SJM_2024-08-28_000009141924000075.json
2024Q3,SKT,2024-08-01,0000899715-24-000115,sec_parser_table_xbrl,6,6,6,6,4386,129103,127019,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SKT/SKT_2024-08-01_000089971524000115.json
2024Q3,SKWD,2024-08-05,0001519449-24-000031,sec_parser_table_xbrl,6,3,6,6,3405,23439,22812,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SKWD/SKWD_2024-08-05_000151944924000031.json
2024Q3,SKY,2024-08-06,0000950170-24-091834,sec_parser_table_xbrl,6,0,6,6,4317,20268,20239,sec_parser,5,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SKY/SKY_2024-08-06_000095017024091834.json
2024Q3,SKYW,2024-07-25,0001558370-24-010174,sec_parser_table_xbrl,5,3,6,2,3621,13999,13559,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SKYW/SKYW_2024-07-25_000155837024010174.json
2024Q3,SLAB,2024-07-24,0001628280-24-032692,sec_parser_table_xbrl,6,3,6,6,9247,14637,14370,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SLAB/SLAB_2024-07-24_000162828024032692.json
2024Q3,SLB,2024-07-19,0001193125-24-181280,sec_parser_table_xbrl,6,6,6,6,4055,59214,59108,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SLB/SLB_2024-07-19_000119312524181280.json
2024Q3,SLG,2024-07-18,0001040971-24-000022,sec_parser_table_xbrl,6,6,6,6,150093,35759,35408,sec_parser,4,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SLG/SLG_2024-07-18_000104097124000022.json
2024Q3,SLQT,2024-09-13,0001794783-24-000057,sec_parser_table_xbrl,6,6,6,6,18088,33861,33167,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SLQT/SLQT_2024-09-13_000179478324000057.json
2024Q3,SLVM,2024-08-09,0001856485-24-000021,sec_parser_table_xbrl,6,4,6,6,3526,23573,23100,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SLVM/SLVM_2024-08-09_000185648524000021.json
2024Q3,SM,2024-08-07,0000893538-24-000103,sec_parser_table_xbrl,6,6,6,6,4383,44256,43355,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SM/SM_2024-08-07_000089353824000103.json
2024Q3,SMCI,2024-08-06,0001375365-24-000028,sec_parser_table_xbrl,6,4,6,5,4228,16823,16527,sec_parser,6,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SMCI/SMCI_2024-08-06_000137536524000028.json
2024Q3,SMHI,2024-07-31,0000950170-24-088729,sec_parser_table_xbrl,6,3,6,6,3493,28316,28288,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SMHI/SMHI_2024-07-31_000095017024088729.json
2024Q3,SMP,2024-08-01,0001140361-24-035221,sec_parser_table_xbrl,6,2,6,6,3681,24125,24247,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SMP/SMP_2024-08-01_000114036124035221.json
2024Q3,SNA,2024-07-18,0000091440-24-000048,sec_parser_table_xbrl,6,4,6,6,3017,25334,24818,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SNA/SNA_2024-07-18_000009144024000048.json
2024Q3,SNBR,2024-07-31,0000827187-24-000067,sec_parser_table_xbrl,6,5,6,6,2838,23065,22558,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SNBR/SNBR_2024-07-31_000082718724000067.json
2024Q3,SNCY,2024-08-01,0001743907-24-000013,sec_parser_table_xbrl,6,6,6,6,3515,34700,33809,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SNCY/SNCY_2024-08-01_000174390724000013.json
2024Q3,SNDX,2024-08-01,0000950170-24-089235,sec_parser_table_xbrl,0,6,6,4,3417,16809,16772,sec_parser,2,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SNDX/SNDX_2024-08-01_000095017024089235.json
2024Q3,SNPS,2024-08-21,0001193125-24-204450,sec_parser_table_xbrl,6,6,6,6,3768,37585,37554,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SNPS/SNPS_2024-08-21_000119312524204450.json
2024Q3,SO,2024-08-01,0000092122-24-000077,sec_parser_table_xbrl,6,1,6,6,8184,19211,18743,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SO/SO_2024-08-01_000009212224000077.json
2024Q3,SONO,2024-08-07,0001314727-24-000015,sec_parser_table_xbrl,6,5,6,6,3315,23981,23115,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SONO/SONO_2024-08-07_000131472724000015.json
2024Q3,SPB,2024-08-08,0000109177-24-000036,sec_parser_table_xbrl,6,6,6,6,12469,54383,53619,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPB/SPB_2024-08-08_000010917724000036.json
2024Q3,SPG,2024-08-05,0001104659-24-085817,sec_parser_table_xbrl,6,4,6,6,5002,144314,143819,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPG/SPG_2024-08-05_000110465924085817.json
2024Q3,SPGI,2024-07-30,0000064040-24-000146,sec_parser_table_xbrl,6,6,6,6,3535,47005,45815,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPGI/SPGI_2024-07-30_000006404024000146.json
2024Q3,SPHR,2024-08-14,0001795250-24-000028,sec_parser_table_xbrl,6,1,6,6,3384,28042,27518,sec_parser,8,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPHR/SPHR_2024-08-14_000179525024000028.json
2024Q3,SPNT,2024-08-01,0001576018-24-000041,sec_parser_table_xbrl,6,6,6,6,1591,126041,124652,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPNT/SPNT_2024-08-01_000157601824000041.json
2024Q3,SPXC,2024-08-01,0000088205-24-000048,sec_parser_table_xbrl,6,6,6,6,3323,32972,32273,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SPXC/SPXC_2024-08-01_000008820524000048.json
2024Q3,SR,2024-07-31,0001437749-24-023987,sec_parser_table_xbrl,0,0,1,0,21639,3491,3460,sec_parser,0,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SR/SR_2024-07-31_000143774924023987.json
2024Q3,SSNC,2024-07-25,0000950170-24-086510,sec_parser_table_xbrl,6,6,6,6,5071,53140,53098,sec_parser,10,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SSNC/SSNC_2024-07-25_000095017024086510.json
2024Q3,SSP,2024-08-09,0000832428-24-000033,sec_parser_table_xbrl,6,6,6,6,3027,25195,24776,sec_parser,11,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SSP/SSP_2024-08-09_000083242824000033.json
2024Q3,SSTK,2024-08-06,0001549346-24-000031,sec_parser_table_xbrl,6,5,6,6,3960,36531,35963,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/SSTK/SSTK_2024-08-06_000154934624000031.json
2024Q3,STC,2024-07-24,0001104659-24-082353,sec_parser_table_xbrl,6,1,6,6,3202,25280,25522,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/STC/STC_2024-07-24_000110465924082353.json
2024Q3,STE,2024-08-06,0001757898-24-000014,sec_parser_table_xbrl,6,6,6,6,3990,30472,30057,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/STE/STE_2024-08-06_000175789824000014.json
2024Q3,STEP,2024-08-08,0001796022-24-000061,sec_parser_table_xbrl,6,0,6,6,3390,44673,43716,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/STEP/STEP_2024-08-08_000179602224000061.json
2024Q3,STGW,2024-08-01,0000876883-24-000020,sec_parser_table_xbrl,6,6,6,6,4205,63344,63644,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/STGW/STGW_2024-08-01_000087688324000020.json
2024Q3,STKL,2024-08-07,0001062993-24-014631,sec_parser_table_xbrl,6,6,6,6,3671,29463,29387,sec_parser,12,Growth/earnings_8k_sec_parser/local_extractions_2024Q3_secparser/STKL/STKL_2024-08-07_000106299324014631.json
